m_campaign_0,m_campaign_1,m_campaign_2,m_campaign_3
0.144003,0.256166,0.149996,0.658996
0.717372,0.275757,0.319815,0.630001
0.276313,0.414752,0.073948,0.670580
0.134134,0.470509,0.474558,0.599188
0.045987,0.352981,0.221525,0.519001
0.174836,0.241796,0.138628,0.531416
0.191799,0.283205,0.019357,0.560363
0.536972,0.343686,0.380307,0.563134
0.451039,0.453688,0.301503,0.543216
0.957294,0.350002,0.131749,0.764822
0.954151,0.466778,0.175815,0.507624
0.796546,0.554010,0.043443,0.847814
0.671588,0.342832,0.117378,0.794887
0.845023,0.378704,0.145655,0.616206
0.938752,0.379203,0.307590,0.507787
0.022618,0.377597,0.304676,0.658362
0.118105,0.435551,0.350739,0.644833
0.360264,0.513286,0.371935,0.515602
0.093587,0.422400,0.253576,0.461832
0.599524,0.368126,0.219565,0.428952
0.260364,0.425349,0.145875,0.568112
0.264340,0.558179,0.507528,0.581022
0.288328,0.303273,0.159608,0.534177
0.097716,0.378026,0.255227,0.672618
0.740944,0.464573,0.429486,0.344418
0.650672,0.397705,0.125034,0.785368
0.606508,0.170568,0.073341,0.511333
0.034046,0.339894,0.393584,0.660186
0.429464,0.365857,0.524179,0.733748
0.685204,0.406456,0.086752,0.595921
0.156347,0.377073,0.570694,0.441947
0.385658,0.462420,0.117737,0.594694
0.019834,0.437536,0.262953,0.718512
0.081858,0.455866,0.356759,0.470727
0.216454,0.292545,0.220935,0.674003
0.414650,0.574573,0.199607,0.533593
0.463240,0.429657,0.123394,0.769879
0.884522,0.329147,0.198772,0.645117
0.316658,0.555036,0.317543,0.364835
0.021464,0.442247,0.231257,0.635645
0.826223,0.603581,0.346082,0.566539
0.061847,0.394134,0.227879,0.570432
0.092992,0.463442,0.031307,0.452993
0.963182,0.382452,0.235513,0.520193
0.753365,0.339806,0.193498,0.523317
0.337854,0.463668,0.080461,0.514719
0.132179,0.319471,0.152461,0.536964
0.386731,0.402002,0.062542,0.789470
0.339195,0.408685,0.088983,0.714778
0.874441,0.408474,0.095169,0.765895
0.418753,0.299623,0.034130,0.566611
0.082045,0.539552,0.141556,0.678215
0.926805,0.431396,0.254576,0.509213
0.622313,0.383212,0.443714,0.579000
0.116710,0.483671,0.136723,0.545513
0.113174,0.329589,0.296905,0.641116
0.465933,0.448326,0.341920,0.585980
0.092089,0.362311,0.674764,0.465034
0.631752,0.375920,0.125698,0.474207
0.616384,0.356336,0.046618,0.494224
0.032081,0.410381,0.128210,0.771226
0.807423,0.468473,0.208451,0.530217
0.786795,0.329086,0.559072,0.591363
0.915308,0.383434,0.262573,0.754541
0.670307,0.424969,0.489741,0.868380
0.692862,0.348026,0.335634,0.797238
0.163742,0.317335,0.098199,0.517298
0.023889,0.634598,0.153281,0.645341
0.065563,0.439495,0.304318,0.631175
0.964461,0.496824,0.169717,0.653135
0.645721,0.286027,0.372343,0.643231
0.946907,0.416821,0.212371,0.550065
0.349384,0.295990,0.348131,0.348175
0.755222,0.410506,0.340958,0.721189
0.065399,0.404718,0.557349,0.720426
0.166205,0.310635,0.138190,0.706951
0.277133,0.300152,0.396020,0.573675
0.550318,0.572002,0.296789,0.718340
0.557409,0.526009,0.360298,0.550277
0.498986,0.370834,0.215383,0.419977
0.424464,0.269577,0.233510,0.436331
0.575705,0.342909,0.136971,0.581251
0.966662,0.410792,0.381880,0.689589
0.458080,0.396878,0.248132,0.654433
0.837471,0.451013,0.254335,0.609537
0.055872,0.278394,0.328928,0.693464
0.385587,0.437729,0.572916,0.581387
0.560496,0.450803,0.328279,0.924318
0.620321,0.433403,0.121933,0.543475
0.250018,0.351400,0.196901,0.717150
0.399291,0.595828,0.049731,0.620771
0.947006,0.245640,0.515496,0.488800
0.648851,0.483601,0.346338,0.727922
0.584966,0.373167,0.371114,0.669825
0.065299,0.544863,0.056195,0.486295
0.052176,0.272724,0.304838,0.577738
0.211398,0.566709,0.290113,0.726728
0.137823,0.240023,0.364263,0.570173
0.983750,0.376329,0.270229,0.751215
0.002747,0.254591,0.244330,0.625479
0.365844,0.570708,0.214371,0.503202
0.058422,0.339600,0.169448,0.758686
0.640011,0.419021,0.220455,0.716137
0.046533,0.589847,0.120109,0.534858
0.068410,0.408674,0.197325,0.551163
0.079943,0.146858,0.224957,0.540726
0.271785,0.496335,0.388062,0.612614
0.576358,0.175731,0.191357,0.583751
0.805449,0.346069,0.123742,0.701490
0.267192,0.307887,0.309788,0.803373
0.283171,0.322366,0.182371,0.565844
0.824482,0.324792,0.295414,0.656444
0.745948,0.491695,0.325545,0.353716
0.126815,0.380064,0.214496,0.589822
0.806349,0.341206,0.111785,0.405354
0.831251,0.332060,0.415209,0.383464
0.177826,0.464783,0.107163,0.440715
0.626948,0.478421,0.266420,0.604783
0.196744,0.403211,0.218978,0.621813
0.243493,0.475270,0.469172,0.657886
0.494006,0.532460,0.279096,0.508480
0.522220,0.394645,0.555819,0.323660
0.479034,0.308497,0.439139,0.520089
0.541141,0.546612,0.329405,0.684903
0.213165,0.541073,0.335519,0.698301
0.778580,0.393824,0.369196,0.680449
0.277848,0.311540,0.117065,0.577176
0.912683,0.302795,0.196167,0.567529
0.515155,0.345310,0.409037,0.590485
0.303684,0.414315,0.062329,0.626121
0.174384,0.700501,0.578298,0.488731
0.485204,0.539127,0.267834,0.612865
0.376297,0.324428,0.268686,0.488254
0.623094,0.256373,0.300020,0.671295
0.498460,0.380446,0.111283,0.561514
0.036960,0.431389,0.391948,0.576046
0.833095,0.537882,0.283820,0.585535
0.051674,0.296755,0.120171,0.642589
0.827595,0.276913,0.214671,0.555012
0.812750,0.409917,0.447173,0.710451
0.923983,0.319511,0.346730,0.639888
0.664401,0.493591,0.604114,0.692579
0.160624,0.516374,0.485564,0.476015
0.441929,0.598605,0.256391,0.681277
0.439433,0.425658,0.117478,0.702930
0.632333,0.413216,0.349378,0.564831
0.381138,0.296803,0.317231,0.590791
0.675678,0.307255,0.132532,0.489326
0.203907,0.474084,0.155897,0.716615
0.353351,0.334114,0.093700,0.614955
0.543313,0.427012,0.279506,0.681312
0.427651,0.296475,0.496655,0.712369
0.122526,0.367150,0.272848,0.533341
0.965828,0.701867,0.256408,0.529881
0.691295,0.389871,0.213342,0.665989
0.833035,0.321173,0.699722,0.476534
0.357461,0.619826,0.089845,0.726005
0.944896,0.549221,0.237133,0.745376
0.812447,0.479897,0.185803,0.450331
0.979506,0.505728,0.253329,0.432183
0.197394,0.237412,0.097682,0.540173
0.477169,0.287421,0.122746,0.591929
0.385849,0.118384,0.484823,0.681726
0.613895,0.276388,0.146502,0.513076
0.250220,0.512021,0.022204,0.595809
0.100472,0.422488,0.061112,0.565801
0.476617,0.380271,0.439346,0.601774
0.639472,0.356218,0.100447,0.242306
0.384015,0.253960,0.345083,0.657549
0.987439,0.385381,0.275656,0.621610
0.405989,0.325096,0.543414,0.475271
0.299816,0.515682,0.353524,0.695465
0.813898,0.479740,0.155735,0.563029
0.466690,0.486646,0.517146,0.232993
0.273217,0.595125,0.479901,0.429084
0.286491,0.626852,0.067236,0.522089
0.947156,0.436404,0.052620,0.694986
0.961737,0.403219,0.126779,0.671804
0.646237,0.346925,0.113697,0.574260
0.278768,0.334572,0.508926,0.589628
0.711369,0.416842,0.384404,0.465781
0.216769,0.404539,0.486030,0.580967
0.322085,0.508752,0.515125,0.746910
0.541736,0.504225,0.440230,0.626103
0.401144,0.339647,0.117241,0.884787
0.351024,0.269244,0.186672,0.478044
0.974134,0.273138,0.366246,0.539086
0.170206,0.307035,0.193614,0.542711
0.613779,0.461595,0.114547,0.629420
0.038541,0.228612,0.164260,0.811574
0.091715,0.518755,0.559516,0.516664
0.209996,0.470688,0.168712,0.534086
0.991686,0.628827,0.151234,0.751455
0.726425,0.353053,0.513468,0.523312
0.868038,0.437997,0.359915,0.669542
0.049484,0.379915,0.445271,0.571641
0.681438,0.266701,0.214772,0.530372
0.439936,0.403544,0.484171,0.651399
0.416420,0.461828,0.314367,0.476420
0.708255,0.328312,0.324481,0.587806
0.308319,0.480543,0.567546,0.449339
0.513468,0.536291,0.176524,0.519964
0.260725,0.482430,0.073132,0.555350
0.391404,0.335924,0.316020,0.709423
0.533326,0.588166,0.297454,0.577944
0.157881,0.386580,0.216019,0.627160
0.276187,0.428373,0.063930,0.652764
0.420406,0.531900,0.135499,0.787297
0.472748,0.332303,0.123843,0.822927
0.800004,0.335821,0.388864,0.716036
0.642950,0.582745,0.423711,0.411606
0.562490,0.437143,0.172042,0.612150
0.869867,0.500279,0.145913,0.667292
0.197349,0.447784,0.222911,0.805762
0.104083,0.264266,0.311625,0.785497
0.393725,0.162829,0.315446,0.530614
0.137190,0.351226,0.233857,0.547973
0.555981,0.417577,0.253075,0.762524
0.573643,0.456644,0.104433,0.578836
0.131594,0.500413,0.279715,0.676096
0.716054,0.356402,0.344120,0.593248
0.556539,0.603841,0.185462,0.725560
0.423182,0.424810,0.213138,0.747259
0.917482,0.359679,0.326613,0.571089
0.855912,0.292041,0.263260,0.546612
0.220969,0.477441,0.499224,0.668273
0.166583,0.444202,0.309596,0.401635
0.915536,0.380353,0.268249,0.702651
0.157252,0.377656,0.224314,0.704910
0.757206,0.217560,0.049390,0.580517
0.312517,0.284840,0.191443,0.451923
0.361185,0.520360,0.455791,0.604262
0.553725,0.342422,0.248856,0.722235
0.925964,0.253575,0.112166,0.628035
0.002057,0.316487,0.086842,0.632922
0.162287,0.313648,0.097328,0.742578
0.720212,0.500303,0.413945,0.736007
0.394467,0.460860,0.365734,0.820549
0.287810,0.219353,0.428286,0.559758
0.962896,0.506805,0.238687,0.516266
0.264028,0.564261,0.853001,0.493017
0.714167,0.608093,0.577591,0.596762
0.964226,0.228615,0.342787,0.887212
0.762766,0.404072,0.348205,0.644647
0.709414,0.475977,0.538018,0.556033
0.723207,0.305138,0.182273,0.603181
0.805226,0.542696,0.252088,0.638141
0.271214,0.296419,0.035919,0.555721
0.626687,0.407597,0.352417,0.536275
0.802886,0.493637,0.233107,0.546202
0.888230,0.436953,0.390073,0.682946
0.905834,0.402670,0.413171,0.693090
0.903896,0.443587,0.505264,0.583878
0.097634,0.527528,0.346096,0.474503
0.376406,0.396397,0.257816,0.580041
0.456392,0.196794,0.151661,0.520122
0.891685,0.561718,0.289752,0.545894
0.419254,0.348151,0.367689,0.621578
0.264912,0.317619,0.353885,0.711577
0.019859,0.469877,0.407395,0.546741
0.288754,0.431618,0.048614,0.453407
0.780724,0.391196,0.338802,0.540178
0.020171,0.479313,0.302337,0.581429
0.164994,0.383028,0.331091,0.618222
0.310968,0.379488,0.068700,0.678339
0.532011,0.301665,0.334777,0.770041
0.363043,0.424601,0.040911,0.502417
0.882640,0.369191,0.284158,0.387448
0.207478,0.305708,0.186423,0.710394
0.561634,0.420034,0.595336,0.582161
0.777818,0.262049,0.233088,0.718981
0.929608,0.428361,0.581798,0.549721
0.873480,0.393152,0.274787,0.579718
0.135521,0.510471,0.392250,0.750881
0.791800,0.347035,0.216695,0.662801
0.675346,0.572851,0.397602,0.655689
0.421604,0.403736,0.246925,0.536658
0.025567,0.369566,0.408478,0.525929
0.167981,0.487444,0.105261,0.623662
0.749461,0.409089,0.674967,0.635201
0.084005,0.156987,0.081858,0.715676
0.312650,0.550272,0.263595,0.532449
0.255212,0.377916,0.134161,0.590728
0.746101,0.278312,0.244568,0.780558
0.359060,0.415317,0.459659,0.674100
0.087188,0.356080,0.180277,0.518897
0.370442,0.495411,0.179942,0.632737
0.326830,0.284611,0.506847,0.514750
0.717021,0.577779,0.157335,0.472709
0.320122,0.377499,0.498858,0.769816
0.693616,0.364128,0.635975,0.796522
0.538594,0.371574,0.701008,0.660868
0.887733,0.359603,0.077627,0.653989
0.733365,0.562631,0.081901,0.704556
0.407919,0.513646,0.164753,0.507370
0.484910,0.539645,0.032891,0.548829
0.471386,0.472096,0.138007,0.733361
0.871702,0.397747,0.176396,0.555869
0.138036,0.376827,0.298936,0.687197
0.424230,0.670622,0.299764,0.433400
0.534912,0.385921,0.191478,0.505019
0.436223,0.467135,0.350484,0.703847
0.598028,0.506986,0.367506,0.449559
0.498843,0.533618,0.415132,0.646424
0.413696,0.454374,0.155109,0.795789
0.686813,0.357088,0.197509,0.608855
0.329322,0.384309,0.342172,0.777977
0.606901,0.515594,0.512213,0.687264
0.728558,0.396512,0.036149,0.633365
0.130647,0.565793,0.261375,0.516460
0.326452,0.156894,0.296045,0.675286
0.944705,0.536784,0.235154,0.535019
0.966021,0.435986,0.327223,0.517314
0.992389,0.510365,0.192191,0.507587
0.042526,0.341083,0.557669,0.714416
0.826509,0.454133,0.121972,0.575621
0.935276,0.489368,0.373302,0.479886
0.901944,0.599152,0.497358,0.790321
0.714941,0.733354,0.584963,0.822561
0.675619,0.375220,0.475533,0.394829
0.719607,0.359231,0.025792,0.756305
0.574886,0.572464,0.524089,0.625710
0.788420,0.748228,0.279491,0.531277
0.501930,0.522684,0.072487,0.652610
0.225937,0.535952,0.301855,0.752805
0.094349,0.528364,0.135227,0.400676
0.908256,0.415047,0.567085,0.489936
0.754879,0.458139,0.458880,0.553107
0.177242,0.462899,0.292160,0.397539
0.822458,0.479199,0.718376,0.344085
0.300347,0.417261,0.469520,0.874119
0.635655,0.223400,0.623862,0.699526
0.356153,0.499908,0.262171,0.562691
0.214163,0.399377,0.119131,0.428439
0.175609,0.174316,0.273389,0.474573
0.070950,0.435147,0.251880,0.713614
0.074439,0.381873,0.465445,0.548654
0.069090,0.456175,0.564604,0.548849
0.089919,0.225674,0.285957,0.539065
0.834029,0.362552,0.591907,0.466336
0.517808,0.559618,0.295611,0.492538
0.128584,0.417760,0.310779,0.609350
0.524995,0.254957,0.074431,0.493295
0.542630,0.521782,0.369462,0.513853
0.496592,0.552278,0.117766,0.684311
0.206486,0.597134,0.159591,0.378119
0.434398,0.561658,0.174028,0.787498
0.870856,0.292501,0.375639,0.557793
0.383735,0.497713,0.137568,0.726918
0.503985,0.508691,0.148844,0.856466
0.930242,0.361668,0.480723,0.480926
0.232801,0.063439,0.175239,0.658780
0.725508,0.321109,0.303629,0.503056
0.483841,0.654628,0.329248,0.620410
0.787368,0.230717,0.206343,0.416033
0.359674,0.629817,0.191447,0.641407
0.542359,0.280946,0.170615,0.681553
0.368286,0.204991,0.071319,0.557377
0.866149,0.307671,0.218774,0.588338
0.914818,0.263421,0.090613,0.559697
0.631821,0.322833,0.543655,0.621809
0.981020,0.311185,0.047476,0.760735
0.732056,0.301538,0.352048,0.757628
0.830424,0.393502,0.371370,0.496048
0.894721,0.414632,0.272995,0.621633
0.271906,0.211096,0.565481,0.609601
0.986678,0.456135,0.438826,0.453888
0.390414,0.275572,0.119761,0.576721
0.497213,0.544298,0.109178,0.454302
0.180324,0.222341,0.271855,0.600830
0.821479,0.513272,0.418464,0.678225
0.336898,0.466475,0.058611,0.656634
0.689344,0.573536,0.337932,0.602068
0.218356,0.244214,0.329457,0.658656
0.351363,0.231208,0.632431,0.459259
0.384244,0.481948,0.272242,0.824469
0.236624,0.429216,0.164804,0.783303
0.035063,0.358768,0.073227,0.499212
0.770209,0.217217,0.202737,0.775186
0.950355,0.208104,0.254821,0.672115
0.226248,0.397890,0.109181,0.662933
0.162651,0.366983,0.168859,0.544353
0.347604,0.274832,0.139970,0.294888
0.082766,0.217497,0.289343,0.763885
0.649733,0.256134,0.407205,0.627220
0.368553,0.414126,0.231066,0.718982
0.562479,0.354144,0.167306,0.654432
0.905850,0.559882,0.458378,0.666527
0.861579,0.343711,0.333512,0.650757
0.921677,0.196105,0.181084,0.827846
0.935058,0.326002,0.036849,0.542956
0.589819,0.344953,0.161313,0.555827
0.502300,0.447901,0.352122,0.716468
0.037615,0.372296,0.269554,0.432340
0.102441,0.234078,0.149054,0.634407
0.523923,0.238358,0.778792,0.403535
0.856008,0.404629,0.107318,0.734491
0.432635,0.503591,0.334667,0.630352
0.003729,0.448515,0.316129,0.579571
0.212303,0.418976,0.114491,0.496490
0.759970,0.419168,0.415839,0.573354
0.158418,0.478839,0.164031,0.542291
0.199576,0.547839,0.230354,0.456065
0.285536,0.517239,0.149919,0.558079
0.609283,0.559130,0.235922,0.597212
0.836406,0.491405,0.112509,0.685280
0.218895,0.330508,0.246555,0.726885
0.599468,0.372043,0.113888,0.655338
0.529941,0.482446,0.451234,0.681726
0.444864,0.256082,0.170291,0.679366
0.580421,0.188027,0.298598,0.470973
0.814119,0.521670,0.183301,0.628063
0.217488,0.369219,0.126321,0.633920
0.497234,0.480320,0.196223,0.571575
0.097921,0.458417,0.309044,0.615922
0.513238,0.525075,0.166377,0.526162
0.791008,0.700198,0.620958,0.457355
0.998559,0.323937,0.354752,0.505703
0.475693,0.392609,0.145064,0.536892
0.296603,0.414355,0.236048,0.763522
0.579504,0.503601,0.274885,0.590404
0.371752,0.579580,0.389459,0.550318
0.117002,0.329541,0.108145,0.600592
0.524499,0.413582,0.260644,0.515865
0.799136,0.620717,0.370929,0.644856
0.891127,0.267734,0.254924,0.439538
0.978111,0.458393,0.179669,0.656744
0.367725,0.436744,0.410009,0.628915
0.251665,0.454512,0.108414,0.662265
0.110821,0.494668,0.189227,0.602065
0.436232,0.587423,0.296007,0.546914
0.807027,0.314353,0.515693,0.812986
0.234645,0.445688,0.404734,0.502257
0.849566,0.696886,0.143565,0.540239
0.711737,0.510059,0.422522,0.722163
0.200943,0.412448,0.397236,0.724647
0.631752,0.644494,0.405580,0.531507
0.819692,0.207631,0.522045,0.312637
0.932870,0.488446,0.055541,0.697059
0.162215,0.313932,0.481664,0.564641
0.822015,0.180703,0.373793,0.513722
0.775849,0.440801,0.297261,0.392423
0.243722,0.551842,0.397866,0.602859
0.294581,0.277170,0.205015,0.637508
0.957084,0.360647,0.216277,0.570529
0.362016,0.488231,0.371303,0.844901
0.288976,0.393977,0.296582,0.449188
0.720011,0.425557,0.161806,0.518580
0.132906,0.455127,0.095217,0.530554
0.483169,0.381174,0.466881,0.678778
0.358133,0.613206,0.301680,0.714274
0.543986,0.450476,0.351506,0.700781
0.603250,0.374877,0.211324,0.604170
0.640107,0.599811,0.174873,0.750529
0.432399,0.219177,0.101411,0.662913
0.886932,0.505366,0.229188,0.522372
0.835676,0.211221,0.102610,0.537142
0.933358,0.099295,0.519905,0.495998
0.445906,0.302789,0.311459,0.364480
0.730086,0.181171,0.313157,0.498779
0.430696,0.235199,0.185148,0.792032
0.278783,0.309932,0.140057,0.628381
0.651886,0.362397,0.193816,0.323986
0.945987,0.527719,0.163214,0.520270
0.804308,0.549950,0.244719,0.556206
0.285202,0.471080,0.159734,0.707032
0.228106,0.374171,0.345207,0.697186
0.771645,0.428457,0.479249,0.838267
0.705128,0.493939,0.454090,0.472181
0.863602,0.350450,0.109389,0.753490
0.146362,0.489444,0.291787,0.484837
0.861679,0.368408,0.152550,0.445367
