m_campaign_0,m_campaign_1,m_campaign_2
0.360897,0.641772,0.313096
0.036910,0.652891,0.354701
0.159214,0.473552,0.435849
0.144898,0.546712,0.515738
0.210321,0.675768,0.378051
0.188839,0.664046,0.361033
0.180432,0.541305,0.299588
0.155238,0.647137,0.292876
0.068047,0.625247,0.448486
0.229223,0.436960,0.326971
0.207370,0.680732,0.286627
0.228612,0.633301,0.467581
0.146952,0.658891,0.251944
0.263669,0.549788,0.360275
0.183942,0.720585,0.422804
0.212639,0.655219,0.402567
0.251938,0.671966,0.461099
0.236086,0.552478,0.342239
0.123903,0.492078,0.565718
0.271516,0.677498,0.460079
0.208118,0.617530,0.453412
0.280323,0.702899,0.329917
0.073725,0.652223,0.337666
0.225784,0.578818,0.503158
0.218829,0.476331,0.310154
0.033903,0.628998,0.490343
0.126802,0.587864,0.343093
0.287593,0.571715,0.449126
0.054301,0.650301,0.484130
0.184642,0.637229,0.533564
0.408843,0.564145,0.464199
0.323622,0.726592,0.396633
0.215938,0.687355,0.325187
0.165406,0.623873,0.536865
0.330775,0.636024,0.514111
0.295663,0.503666,0.475008
0.149764,0.657184,0.365214
0.254061,0.492163,0.396320
0.187512,0.550310,0.439942
0.200977,0.610632,0.364755
0.205525,0.620268,0.443945
0.238355,0.629598,0.459828
0.420371,0.578251,0.508775
0.176541,0.698308,0.261334
0.183416,0.737386,0.260551
0.203167,0.490530,0.324771
0.343621,0.628115,0.354860
0.180941,0.597257,0.371061
0.206737,0.676605,0.401530
0.241166,0.662492,0.457594
0.187727,0.656594,0.385524
0.306452,0.676705,0.382941
0.254583,0.723120,0.440966
0.364785,0.571257,0.404523
0.286366,0.633887,0.458628
0.215497,0.594456,0.331546
0.191242,0.433202,0.353307
0.211439,0.599471,0.401413
0.152671,0.609688,0.322300
0.232268,0.516894,0.386093
0.261021,0.648469,0.388231
0.152551,0.488868,0.406536
0.098669,0.685909,0.400908
0.037287,0.569369,0.430263
0.147857,0.684425,0.482973
0.162794,0.474773,0.346203
0.211673,0.503339,0.380658
0.129008,0.444926,0.393282
0.114576,0.537568,0.373150
0.161670,0.661402,0.396232
0.163114,0.609218,0.483016
0.051195,0.540922,0.349240
0.171711,0.515040,0.507375
0.211290,0.614006,0.394214
0.106488,0.619924,0.411009
0.162226,0.592348,0.407773
0.129806,0.475936,0.359070
0.213170,0.534988,0.377697
0.136891,0.663353,0.381792
0.220483,0.487266,0.245006
0.243173,0.635709,0.524603
0.296399,0.619571,0.332428
0.301091,0.554504,0.590872
0.188776,0.623138,0.369946
0.176993,0.496030,0.267718
0.320195,0.498877,0.525119
0.187578,0.470609,0.456795
0.227254,0.680074,0.495250
0.264691,0.670690,0.520909
0.288861,0.555002,0.346535
0.308056,0.691117,0.435215
0.200516,0.707474,0.391140
0.287524,0.503291,0.352878
0.212165,0.720555,0.356334
0.222871,0.653341,0.365624
0.105518,0.604990,0.324316
0.093831,0.496320,0.277110
0.236224,0.593309,0.424636
0.230583,0.597223,0.298313
0.380222,0.483640,0.425124
0.234600,0.498370,0.447909
0.235726,0.609873,0.446133
0.263796,0.607898,0.499574
0.233385,0.643109,0.321056
0.362265,0.660901,0.270911
0.197477,0.596342,0.404207
0.046978,0.543260,0.484203
0.307367,0.691046,0.414381
0.224175,0.683865,0.422456
0.105042,0.717674,0.494967
0.151641,0.826671,0.419228
0.334605,0.684970,0.241825
0.076599,0.614465,0.478875
0.313102,0.559944,0.363341
0.249281,0.561481,0.363284
0.195643,0.546794,0.542568
0.187209,0.550154,0.385700
0.123473,0.630483,0.524597
0.312456,0.650895,0.428104
0.039262,0.673323,0.234556
0.038475,0.572975,0.319242
0.196046,0.598703,0.296542
0.229892,0.693129,0.381053
0.169792,0.673849,0.282378
0.198455,0.699423,0.415925
0.248189,0.490659,0.325208
0.192984,0.668626,0.288488
0.251053,0.610639,0.459783
0.241245,0.549887,0.516808
0.243690,0.582747,0.332616
0.253698,0.598832,0.270229
0.346897,0.661216,0.540520
0.164264,0.598216,0.429227
0.262717,0.583596,0.375088
0.056326,0.583336,0.449033
0.192759,0.651420,0.496147
0.191267,0.654832,0.555509
0.144528,0.635536,0.436242
0.206888,0.518629,0.364014
0.117463,0.511127,0.447710
0.160356,0.604234,0.572149
0.180776,0.618378,0.613589
0.168644,0.669606,0.340520
0.186692,0.560053,0.425806
0.153102,0.638232,0.460872
0.188841,0.716611,0.398723
0.037500,0.471187,0.513029
0.216119,0.611679,0.434091
0.213364,0.596640,0.412077
0.226843,0.533992,0.318906
0.178856,0.671095,0.404866
0.266196,0.606750,0.533648
0.220357,0.723364,0.471107
0.280922,0.593508,0.369634
0.183138,0.459505,0.389059
0.151925,0.630639,0.266163
0.202670,0.565549,0.426082
0.216650,0.552742,0.473534
0.219116,0.609153,0.337428
0.368607,0.357709,0.293789
0.307016,0.535317,0.550488
0.150759,0.717794,0.324527
0.234222,0.629314,0.463617
0.288566,0.560304,0.339492
0.140487,0.645516,0.378343
0.062690,0.681556,0.312522
0.083610,0.601234,0.293891
0.181088,0.548913,0.408074
0.179195,0.466285,0.202179
0.168787,0.622503,0.253664
0.268212,0.552536,0.296156
0.172570,0.738384,0.312729
0.023159,0.576175,0.483853
0.290440,0.477579,0.348850
0.116965,0.526664,0.486972
0.113089,0.598102,0.334955
0.224321,0.577478,0.392739
0.084853,0.429248,0.326818
0.080143,0.533375,0.469664
0.177926,0.598316,0.327277
0.282554,0.575999,0.331879
0.180682,0.652268,0.374557
0.147367,0.677342,0.447310
0.319320,0.698511,0.316542
0.292239,0.652878,0.379010
0.114115,0.588797,0.399361
0.170532,0.539758,0.388791
0.248206,0.723180,0.416375
0.052367,0.524891,0.433225
0.139021,0.653287,0.407642
0.228308,0.529105,0.458881
0.218362,0.557140,0.338792
0.376333,0.486050,0.533183
0.129337,0.582183,0.304990
0.097352,0.711269,0.306970
0.208709,0.750266,0.554916
0.352370,0.456542,0.474361
0.165696,0.663584,0.358091
0.181351,0.464809,0.413007
0.253398,0.447821,0.396877
0.079859,0.609966,0.342573
0.251185,0.648391,0.315076
0.216726,0.587003,0.478610
0.229393,0.562286,0.366700
0.330154,0.517710,0.231829
0.237958,0.666039,0.458557
0.172250,0.406274,0.431967
0.237727,0.530193,0.298036
0.258891,0.550625,0.391808
0.286722,0.712687,0.418588
0.286858,0.550921,0.431831
0.258472,0.545128,0.338254
0.101819,0.648842,0.376058
0.182632,0.522800,0.490814
0.178310,0.668124,0.347561
0.181473,0.659479,0.507364
0.238803,0.767012,0.321062
0.124893,0.526981,0.228199
0.219090,0.503692,0.327165
0.251169,0.515729,0.535215
0.188838,0.524942,0.437180
0.248958,0.632627,0.358033
0.239085,0.607038,0.396276
0.135835,0.490608,0.363962
0.085865,0.537264,0.377914
0.315642,0.565689,0.523833
0.183139,0.459880,0.387688
0.170360,0.558899,0.352259
0.147113,0.545628,0.367854
0.030845,0.600097,0.388834
0.114205,0.628796,0.476281
0.243307,0.583558,0.453252
0.333672,0.544994,0.347899
0.210586,0.496243,0.484339
0.153289,0.527929,0.461079
0.219667,0.615427,0.290482
0.176208,0.602537,0.560778
0.260683,0.614249,0.336185
0.231780,0.687528,0.493206
0.301311,0.630176,0.316169
0.059582,0.557797,0.404689
0.163590,0.654932,0.377353
0.220538,0.479030,0.369480
0.190262,0.536514,0.470840
0.307982,0.658648,0.294783
0.306968,0.697633,0.341514
0.191447,0.838618,0.452223
0.190538,0.651378,0.347729
0.251128,0.528666,0.438391
0.224053,0.518186,0.423734
0.135558,0.631010,0.560739
0.341561,0.488932,0.362383
0.118235,0.594307,0.425022
0.100757,0.599396,0.608105
0.334917,0.504382,0.339701
0.235449,0.548985,0.221824
0.290703,0.597676,0.457665
0.327965,0.558325,0.455041
0.121698,0.629923,0.506986
0.371069,0.590606,0.507054
0.166403,0.591896,0.358553
0.158587,0.613628,0.425081
0.130349,0.598199,0.352364
0.226263,0.542780,0.384815
0.144976,0.646306,0.449037
0.205702,0.622364,0.405900
0.107606,0.467108,0.376639
0.178748,0.487310,0.446628
0.056432,0.678430,0.359290
0.117888,0.554991,0.254624
0.161525,0.447070,0.421331
0.174738,0.647301,0.502282
0.106595,0.608863,0.471075
0.228798,0.515216,0.325898
0.131380,0.538602,0.434464
0.151708,0.592706,0.387495
0.284766,0.620356,0.405880
0.226154,0.391995,0.479181
0.246798,0.570376,0.541148
0.189887,0.673290,0.408048
0.222704,0.578487,0.426655
0.122907,0.627771,0.536390
0.218190,0.554726,0.407907
0.224699,0.584889,0.410551
0.061689,0.575659,0.313054
0.359313,0.540297,0.362405
0.166739,0.618426,0.449738
0.148132,0.732449,0.404512
0.113067,0.647892,0.407358
0.154114,0.573214,0.318865
0.301191,0.532840,0.396979
0.222257,0.519777,0.340970
0.169950,0.544601,0.479260
0.140857,0.686560,0.542977
0.237270,0.542477,0.420018
0.243000,0.519983,0.346204
0.207637,0.694875,0.225251
0.125255,0.570926,0.513369
0.207993,0.518794,0.394823
0.199757,0.642283,0.249380
0.323705,0.718726,0.378295
0.096193,0.588811,0.429632
0.204754,0.601191,0.435924
0.066181,0.547082,0.332328
0.140920,0.696578,0.492603
0.106110,0.507261,0.341814
0.198666,0.616511,0.299552
0.262258,0.537673,0.440713
0.104638,0.631287,0.523843
0.102840,0.424582,0.467672
0.209008,0.668610,0.410872
0.108973,0.551237,0.463952
0.199155,0.591261,0.550540
0.075103,0.583882,0.270131
0.197353,0.646883,0.330763
0.194953,0.589523,0.484136
0.198401,0.706713,0.413153
0.323182,0.677628,0.244945
0.199437,0.415986,0.458855
0.188039,0.572314,0.262434
0.330104,0.510404,0.436473
0.197808,0.560793,0.388972
0.348063,0.569413,0.284685
0.175505,0.459166,0.517436
0.235661,0.454439,0.526526
0.067336,0.535890,0.453913
0.055422,0.577622,0.371678
0.255901,0.734535,0.452486
0.221644,0.520196,0.287529
0.256746,0.669726,0.421748
0.265541,0.598064,0.356424
0.396363,0.535450,0.379730
0.282998,0.690633,0.465694
0.210469,0.576851,0.416047
0.164126,0.673942,0.411710
0.295606,0.509144,0.464150
0.210110,0.600774,0.239093
0.155250,0.571792,0.398732
0.159838,0.759243,0.365092
0.309815,0.596219,0.346377
0.194319,0.645748,0.497201
0.279189,0.525465,0.386708
0.169097,0.635215,0.398726
0.294503,0.711373,0.452437
0.301213,0.613431,0.449185
0.207293,0.516628,0.404114
0.152555,0.617053,0.459362
0.077832,0.633153,0.324797
0.169636,0.547929,0.255789
0.174848,0.614267,0.372932
0.139771,0.687218,0.510016
0.278334,0.488800,0.398140
0.198083,0.587626,0.393308
0.077345,0.546512,0.400324
0.128253,0.594765,0.422509
0.328458,0.494895,0.494731
0.324858,0.567595,0.397745
0.259851,0.733320,0.381891
0.213143,0.599686,0.494813
0.072435,0.630970,0.365522
0.230541,0.561485,0.473870
0.266961,0.670672,0.362211
0.252359,0.619260,0.357592
0.223695,0.617547,0.314177
0.218379,0.543966,0.420837
0.220515,0.608186,0.447109
0.252466,0.640820,0.225696
0.197704,0.573071,0.407123
0.177872,0.656758,0.375753
0.117335,0.612603,0.400301
0.222282,0.560872,0.483965
0.071064,0.573057,0.438663
0.093450,0.714053,0.247578
0.302773,0.523626,0.356901
0.085323,0.530137,0.425519
0.174219,0.569926,0.340732
0.224954,0.538594,0.322672
0.151537,0.583049,0.412182
0.128740,0.672487,0.370306
0.383261,0.585530,0.411309
0.252466,0.573413,0.448982
0.139992,0.528110,0.551360
0.188689,0.821663,0.292650
0.273868,0.525789,0.273751
0.175846,0.683354,0.524461
0.256848,0.561364,0.363340
0.269690,0.402078,0.265880
0.174163,0.564813,0.391014
0.163885,0.621326,0.394909
0.088551,0.579645,0.421075
0.109235,0.673894,0.387016
0.139884,0.528402,0.393904
0.257194,0.733549,0.302801
0.243974,0.632894,0.371192
0.398989,0.573945,0.340181
0.191056,0.620127,0.503078
0.191306,0.691695,0.368645
0.203196,0.418111,0.247732
0.030297,0.564354,0.309607
0.290043,0.640617,0.375290
0.161417,0.584821,0.341803
0.181162,0.556420,0.443818
0.359184,0.651231,0.382599
0.229156,0.644271,0.394061
0.142984,0.576837,0.422202
0.116073,0.605454,0.462263
0.126081,0.697402,0.459858
0.251469,0.524610,0.484436
0.239238,0.633014,0.352381
0.173713,0.725242,0.403537
0.101332,0.582959,0.296343
0.201222,0.571876,0.419486
0.177185,0.604779,0.328522
0.240855,0.542848,0.434834
0.216420,0.498291,0.376575
0.249406,0.498727,0.437267
0.276388,0.630879,0.410491
0.273302,0.569183,0.479812
0.101981,0.692590,0.435281
0.433641,0.551565,0.331067
0.211864,0.608663,0.329436
0.204153,0.582463,0.434505
0.306685,0.568959,0.394634
0.087667,0.709042,0.493756
0.298389,0.696253,0.412913
0.124070,0.525860,0.377914
0.039035,0.583672,0.393398
0.198830,0.654314,0.520079
0.332108,0.543296,0.471032
0.129394,0.526238,0.546359
0.325013,0.662036,0.312867
0.143802,0.514052,0.474481
0.185012,0.480476,0.375590
0.145603,0.622323,0.365804
0.229387,0.496725,0.382005
0.220813,0.643941,0.433495
0.148197,0.650121,0.400548
0.204182,0.448405,0.488601
0.311585,0.495191,0.447047
0.286707,0.643995,0.394418
0.306854,0.636415,0.519621
0.281833,0.593333,0.480620
0.265622,0.718338,0.474939
0.268263,0.495074,0.507342
0.118230,0.578812,0.329468
0.236892,0.774034,0.267689
0.199287,0.542786,0.421282
0.164178,0.658326,0.351900
0.205417,0.552438,0.472107
0.353325,0.502810,0.304436
0.163160,0.592727,0.386568
0.122441,0.536672,0.364245
0.248832,0.665898,0.417969
0.199138,0.638833,0.323527
0.295199,0.629611,0.413310
0.266779,0.495911,0.531006
0.134338,0.550596,0.273364
0.156617,0.709992,0.450300
0.070680,0.550563,0.375538
0.325839,0.634754,0.299839
0.228696,0.597969,0.375126
0.183976,0.505356,0.451872
0.181808,0.631841,0.396723
0.217482,0.687900,0.284233
0.202924,0.704179,0.505581
0.240724,0.615673,0.504996
0.059393,0.659214,0.416777
0.180140,0.552948,0.401548
0.109429,0.596817,0.498932
0.221016,0.553231,0.398547
0.123556,0.391136,0.465662
0.269619,0.539417,0.563527
0.129223,0.400697,0.479221
0.100081,0.494687,0.380504
0.258191,0.665718,0.445845
0.190137,0.525006,0.256175
0.192463,0.522926,0.469047
0.140053,0.608299,0.474677
0.364935,0.566935,0.389331
0.253410,0.670776,0.408097
0.207055,0.622567,0.590653
0.251568,0.576176,0.257443
0.227279,0.620172,0.589858
0.150238,0.296886,0.472645
0.157295,0.560276,0.475761
0.209736,0.410585,0.413703
0.090269,0.632478,0.297752
0.283057,0.633963,0.408057
0.100204,0.580636,0.261173
0.096885,0.687937,0.368043
0.155398,0.438196,0.415628
0.131787,0.626875,0.341391
0.262683,0.543322,0.440848
0.241571,0.757269,0.535956
0.133741,0.582586,0.421577
0.238121,0.643259,0.441943
0.058514,0.591744,0.360799
0.227284,0.468448,0.318816
0.190091,0.472435,0.316184
0.176993,0.701324,0.432812
0.197425,0.549594,0.339476
0.274722,0.629899,0.347266
0.261086,0.668644,0.378228
0.122633,0.598196,0.436988
0.191319,0.696045,0.376253
0.253491,0.545609,0.465199
0.207257,0.589865,0.410489
0.187406,0.597893,0.382467
0.194226,0.642041,0.494260
0.202859,0.478536,0.382690
0.253531,0.616783,0.415725
0.191740,0.627484,0.431584
0.261278,0.577052,0.545580
0.290609,0.614183,0.512604
0.283263,0.564361,0.541231
0.132852,0.593647,0.398408
0.211195,0.641571,0.368515
0.099393,0.486609,0.291438
0.269478,0.644359,0.276926
0.136820,0.542825,0.360064
0.161779,0.484427,0.456370
0.129679,0.759502,0.331614
0.210703,0.526265,0.266763
0.215200,0.512380,0.418235
0.211163,0.655204,0.443208
0.026931,0.578392,0.355747
0.139936,0.669960,0.504096
0.204604,0.469667,0.410955
0.214798,0.601467,0.485524
0.258900,0.619734,0.389596
0.108053,0.616418,0.364287
0.266010,0.546198,0.385493
0.146361,0.719764,0.564239
0.231972,0.620243,0.456116
0.078036,0.499690,0.400452
0.175235,0.543580,0.385225
0.256218,0.611527,0.470173
0.123066,0.615746,0.257185
0.200582,0.424355,0.383110
0.124214,0.559298,0.385941
0.174299,0.623190,0.290773
0.196856,0.637393,0.470489
0.254904,0.704725,0.466615
0.142442,0.501179,0.339638
0.192031,0.646519,0.393821
0.322665,0.715617,0.198123
0.249669,0.541491,0.367473
0.263017,0.605677,0.463781
0.072716,0.714460,0.453197
0.278849,0.612966,0.456959
0.149920,0.530599,0.374878
0.228006,0.462380,0.329347
0.185022,0.606392,0.281688
0.234976,0.515520,0.410505
0.145301,0.667084,0.353576
0.239282,0.533228,0.472267
0.233005,0.599293,0.391204
0.258188,0.601033,0.503373
0.128132,0.626320,0.430714
0.160175,0.651138,0.195463
0.188128,0.638911,0.528465
0.259248,0.590365,0.287471
0.342571,0.510986,0.409165
0.322734,0.651928,0.425510
0.256638,0.547784,0.340783
0.357999,0.661192,0.478170
0.182861,0.610383,0.364633
0.152446,0.642320,0.453192
0.192024,0.625308,0.329323
0.093570,0.493458,0.515577
0.168963,0.565166,0.348247
0.086884,0.594160,0.503208
0.200584,0.595701,0.452212
0.131756,0.593150,0.413297
0.148346,0.571872,0.504432
0.124477,0.681621,0.366480
0.143644,0.647240,0.537131
0.276446,0.571431,0.400233
0.122443,0.520465,0.494630
0.128062,0.716673,0.411058
0.258978,0.538694,0.347364
0.222011,0.619869,0.405768
0.225918,0.672577,0.280475
0.239130,0.544938,0.434338
0.264887,0.648016,0.253071
0.213650,0.588337,0.530544
0.168122,0.523653,0.408311
0.113185,0.739678,0.333303
0.034059,0.686763,0.552754
0.258539,0.676217,0.582897
0.143272,0.664674,0.334404
0.308881,0.633470,0.408849
0.200244,0.577736,0.381303
0.184430,0.622068,0.479303
0.178881,0.673378,0.388042
0.191360,0.540554,0.356866
0.059439,0.600565,0.429727
0.336950,0.586671,0.331987
0.154651,0.565805,0.498819
0.131586,0.411658,0.399822
0.205258,0.548605,0.474542
0.169936,0.645350,0.418825
0.202240,0.597528,0.333304
0.238453,0.571748,0.550239
0.123999,0.665637,0.395827
0.350294,0.673278,0.374951
0.248953,0.635802,0.309009
0.140068,0.680588,0.396668
0.227788,0.536243,0.218433
0.190358,0.580119,0.287153
0.198351,0.455911,0.505550
0.117264,0.559580,0.397525
0.163084,0.660029,0.463429
0.141149,0.570104,0.338693
0.072907,0.597192,0.343002
0.319295,0.702969,0.271596
0.081082,0.667217,0.394211
0.217175,0.488616,0.425626
0.276551,0.549276,0.472856
0.319741,0.637334,0.370468
0.376058,0.638833,0.456020
0.198154,0.461509,0.372626
0.167299,0.669703,0.541835
0.223578,0.765110,0.594753
0.166937,0.498976,0.346095
0.172970,0.595567,0.420612
0.326552,0.716236,0.306013
0.371787,0.588513,0.581721
0.172993,0.643200,0.369526
0.099089,0.496048,0.454759
0.163761,0.656631,0.395596
0.151597,0.608523,0.372538
0.182329,0.710637,0.529265
0.118245,0.581403,0.472710
0.206872,0.518143,0.434004
0.134023,0.485934,0.304036
0.120798,0.562539,0.428728
0.197280,0.655050,0.388752
0.203193,0.718811,0.356694
0.194671,0.686321,0.299004
0.341787,0.688157,0.262281
0.238109,0.535529,0.511442
0.147848,0.626936,0.381607
0.224502,0.529079,0.350501
0.339764,0.553698,0.421548
0.184132,0.484009,0.483871
0.004647,0.609558,0.360817
0.209928,0.479997,0.400910
0.151596,0.708102,0.397269
0.279510,0.654196,0.382912
0.190395,0.742080,0.247744
0.154798,0.703176,0.382146
0.169448,0.638836,0.412168
0.111463,0.594669,0.238646
0.009957,0.587797,0.345801
0.106487,0.457409,0.419435
0.195681,0.483191,0.441369
0.232621,0.622233,0.262497
0.227096,0.495401,0.451656
0.134303,0.544521,0.221362
0.143522,0.673673,0.396156
0.090295,0.615409,0.353483
0.155035,0.602928,0.428705
0.108150,0.513286,0.396154
0.136776,0.625413,0.464328
0.282907,0.656519,0.379524
0.255263,0.760144,0.457778
0.282331,0.533789,0.420251
0.121774,0.675441,0.388740
0.266696,0.620744,0.457259
0.336650,0.658818,0.442534
0.305034,0.636069,0.356313
0.181635,0.636603,0.308126
0.150321,0.636579,0.420049
0.212739,0.606373,0.513652
0.176517,0.707566,0.553206
0.203150,0.705543,0.348136
0.296102,0.607152,0.465080
0.226658,0.562254,0.404310
0.180741,0.518331,0.419140
0.220889,0.510536,0.351151
0.149164,0.522674,0.501688
0.158582,0.507135,0.488317
0.262631,0.498323,0.388094
0.154080,0.536094,0.377253
0.254622,0.545972,0.457270
0.096919,0.775272,0.411032
0.179390,0.521191,0.358070
0.142650,0.622336,0.247973
0.189584,0.529106,0.291414
0.127099,0.593121,0.491702
0.182342,0.583461,0.249779
0.161553,0.647155,0.452141
0.246857,0.612631,0.447966
0.274751,0.647809,0.329123
0.207347,0.513730,0.413112
0.255728,0.533060,0.272553
0.244128,0.523024,0.398355
0.249496,0.568210,0.280752
0.203319,0.705347,0.284764
0.161721,0.518589,0.351263
0.245226,0.540156,0.366094
0.171374,0.553601,0.437405
0.294379,0.817683,0.444896
0.264357,0.412382,0.297756
0.146766,0.571784,0.376035
0.029709,0.509084,0.232771
0.127099,0.699884,0.460468
0.247910,0.546006,0.312203
0.116094,0.593677,0.514573
0.189999,0.659677,0.317189
0.167564,0.580925,0.320723
0.208917,0.650492,0.453248
0.122432,0.662292,0.324112
0.248235,0.628115,0.381998
0.252242,0.538223,0.388404
0.238440,0.434817,0.223273
0.316923,0.611773,0.495293
0.270341,0.429401,0.434080
0.193386,0.661669,0.366822
0.024932,0.506278,0.445828
0.269455,0.510888,0.466478
0.200564,0.482740,0.315429
0.247543,0.561806,0.631255
0.233723,0.618858,0.423536
0.242106,0.637155,0.569586
0.226936,0.585268,0.465980
0.225916,0.576098,0.433763
0.159203,0.730874,0.401317
0.283449,0.469216,0.422166
0.313201,0.471536,0.362933
0.222591,0.525419,0.317149
0.078816,0.611207,0.421293
0.351170,0.527104,0.321842
0.291635,0.602354,0.308978
0.239423,0.749584,0.275214
0.217977,0.585129,0.576539
0.096097,0.637296,0.270451
0.185904,0.504664,0.429362
0.301946,0.610138,0.379275
0.128822,0.596900,0.335370
0.166416,0.437783,0.333343
0.149691,0.696925,0.459296
0.250955,0.743499,0.267324
0.257245,0.439041,0.332099
0.112434,0.471051,0.370430
0.247267,0.546080,0.494034
0.236432,0.616802,0.335182
0.282217,0.631945,0.413183
0.108311,0.688172,0.479542
0.214065,0.498951,0.387291
0.170647,0.554829,0.400819
0.159958,0.542427,0.382456
0.121546,0.585790,0.409678
