m_campaign_0,m_campaign_1,m_campaign_2,m_campaign_3
0.348078,0.629483,0.428738,0.548753
0.179015,0.603841,0.178180,0.510750
0.190566,0.690932,0.423472,0.533207
0.230239,0.510346,0.281252,0.558112
0.256265,0.507951,0.341297,0.614272
0.190370,0.662381,0.243034,0.481458
0.229731,0.593771,0.327495,0.607402
0.295919,0.636533,0.279528,0.570538
0.275519,0.551336,0.336592,0.687128
0.321630,0.521520,0.186572,0.367029
0.281662,0.652367,0.313318,0.575094
0.252430,0.599965,0.510497,0.558999
0.322486,0.578777,0.111605,0.676304
0.295574,0.583758,0.316410,0.448300
0.243920,0.533455,0.188021,0.587746
0.069002,0.545975,0.328692,0.485026
0.331721,0.444099,0.413403,0.552104
0.247362,0.697417,0.217460,0.517331
0.284971,0.648819,0.334458,0.620398
0.221546,0.575972,0.282059,0.429079
0.244552,0.499980,0.334269,0.449282
0.199377,0.536008,0.289401,0.646053
0.238083,0.498804,0.374824,0.551452
0.310748,0.573041,0.385416,0.534126
0.267951,0.534835,0.238639,0.398440
0.108957,0.737105,0.327263,0.550661
0.211508,0.525792,0.252743,0.611249
0.179028,0.756401,0.388822,0.436263
0.318257,0.626395,0.255919,0.418066
0.375631,0.596353,0.265887,0.416363
0.201015,0.668870,0.266525,0.529554
0.209358,0.609189,0.326179,0.503423
0.359686,0.517817,0.165311,0.440403
0.309713,0.573554,0.370500,0.584867
0.259907,0.775310,0.381736,0.592053
0.209875,0.599127,0.291684,0.436264
0.225689,0.621046,0.375622,0.495146
0.173221,0.539222,0.219614,0.540022
0.397564,0.522160,0.325564,0.495007
0.206123,0.682815,0.338812,0.456468
0.264651,0.520016,0.223689,0.798589
0.269499,0.617835,0.294760,0.487786
0.237609,0.708828,0.211139,0.449251
0.250866,0.658824,0.386275,0.579751
0.246385,0.633063,0.270430,0.531532
0.305091,0.598544,0.229297,0.567345
0.322917,0.485489,0.232987,0.425358
0.352674,0.458248,0.195068,0.535747
0.365580,0.732425,0.231308,0.563549
0.309408,0.520788,0.291372,0.493546
0.223705,0.506166,0.348052,0.550586
0.158760,0.549102,0.270001,0.521652
0.387461,0.590983,0.405445,0.598937
0.221973,0.610832,0.248761,0.520771
0.189672,0.585441,0.306088,0.498767
0.343797,0.588929,0.285964,0.545080
0.225774,0.486161,0.362809,0.517700
0.219075,0.353436,0.150734,0.384268
0.241096,0.561852,0.411655,0.528103
0.301054,0.589123,0.234684,0.590745
0.262047,0.697425,0.280116,0.559724
0.187801,0.394288,0.238196,0.555193
0.233086,0.514079,0.275200,0.437525
0.281051,0.702517,0.263227,0.449444
0.187161,0.602192,0.466313,0.528208
0.155727,0.553525,0.313573,0.482728
0.258914,0.655388,0.476866,0.698389
0.341147,0.641677,0.163143,0.545084
0.345564,0.728898,0.258709,0.577347
0.239927,0.558121,0.327228,0.553760
0.179351,0.485889,0.295012,0.579814
0.231636,0.605899,0.186320,0.500172
0.237680,0.524987,0.284656,0.608101
0.305855,0.677363,0.271994,0.481090
0.284554,0.457178,0.395368,0.467474
0.293625,0.569885,0.450929,0.561676
0.284019,0.588138,0.338524,0.621554
0.361505,0.702201,0.150486,0.497882
0.198951,0.530389,0.289272,0.558262
0.125145,0.760283,0.342730,0.712962
0.212579,0.419421,0.371179,0.519716
0.195106,0.577557,0.259665,0.660165
0.279549,0.578997,0.392298,0.589888
0.271470,0.605068,0.211036,0.626468
0.301617,0.582487,0.355350,0.665679
0.321707,0.663479,0.220204,0.646269
0.261736,0.495914,0.364129,0.691306
0.205919,0.692028,0.258175,0.575140
0.235032,0.638268,0.277066,0.447280
0.188237,0.528278,0.368672,0.532641
0.248850,0.693952,0.302893,0.749555
0.151584,0.565795,0.255550,0.522953
0.330677,0.657523,0.251970,0.636413
0.227439,0.687601,0.392894,0.505903
0.400531,0.620691,0.220421,0.480627
0.278581,0.540248,0.334473,0.486030
0.160560,0.650590,0.325263,0.582823
0.272257,0.640970,0.391811,0.657424
0.330075,0.546356,0.355633,0.445186
0.288675,0.572523,0.446488,0.671558
0.258653,0.550682,0.173222,0.495983
0.279061,0.572410,0.407290,0.591434
0.172601,0.665131,0.263001,0.429565
0.232362,0.670862,0.215089,0.516146
0.081119,0.618082,0.178167,0.525972
0.227402,0.664946,0.301443,0.529223
0.189326,0.626330,0.380769,0.554224
0.237357,0.572966,0.355291,0.547484
0.181781,0.526355,0.228792,0.658221
0.358338,0.562552,0.281003,0.577600
0.227989,0.621918,0.259639,0.517756
0.116294,0.672099,0.357572,0.335286
0.186842,0.619951,0.194884,0.655412
0.201768,0.630006,0.342225,0.558642
0.151719,0.554195,0.279621,0.720364
0.255100,0.701682,0.377299,0.535685
0.248881,0.608132,0.339374,0.513788
0.263258,0.611758,0.249269,0.538243
0.194543,0.612232,0.268952,0.450008
0.302971,0.652526,0.439355,0.687824
0.311379,0.448425,0.392347,0.512594
0.301559,0.586896,0.344437,0.619592
0.240502,0.669083,0.262444,0.642009
0.174126,0.630602,0.296112,0.708512
0.296851,0.735336,0.358304,0.506999
0.316984,0.527614,0.388796,0.532400
0.130293,0.700236,0.285249,0.523616
0.284622,0.711927,0.307692,0.493202
0.416426,0.545037,0.314066,0.719147
0.325169,0.514010,0.236458,0.504204
0.148910,0.589593,0.155190,0.507902
0.254990,0.649869,0.279880,0.530603
0.304314,0.625545,0.262467,0.512639
0.411396,0.535541,0.347858,0.580469
0.156143,0.561215,0.233799,0.520655
0.158852,0.626091,0.331972,0.549306
0.129892,0.689471,0.140720,0.508313
0.353090,0.695355,0.442149,0.488671
0.284148,0.532314,0.319970,0.589447
0.162405,0.586580,0.394113,0.709232
0.044239,0.614244,0.322685,0.621427
0.287370,0.484884,0.283520,0.488152
0.194836,0.636539,0.431345,0.691071
0.177823,0.603034,0.360761,0.412732
0.273555,0.678981,0.381051,0.577115
0.318838,0.517404,0.237963,0.587614
0.082017,0.533862,0.214255,0.589370
0.221884,0.592947,0.337535,0.699113
0.213091,0.699673,0.279436,0.580497
0.531217,0.524567,0.201496,0.409893
0.256110,0.538659,0.271101,0.527144
0.254036,0.616200,0.349936,0.627544
0.218342,0.587191,0.283999,0.533449
0.183993,0.435771,0.272468,0.711550
0.319151,0.569633,0.331885,0.493126
0.095640,0.666266,0.233902,0.454516
0.253566,0.628493,0.329002,0.743765
0.385107,0.569635,0.349462,0.619120
0.283798,0.616441,0.344251,0.505522
0.275030,0.547553,0.311121,0.630868
0.303571,0.590617,0.347971,0.647865
0.235625,0.522837,0.155534,0.614809
0.255472,0.539764,0.289375,0.508327
0.128029,0.622198,0.308738,0.523614
0.363344,0.486146,0.200207,0.643389
0.334223,0.405118,0.336273,0.429109
0.328178,0.470173,0.138638,0.574577
0.226153,0.599639,0.210651,0.554795
0.129292,0.733108,0.283401,0.720677
0.141927,0.473695,0.377046,0.569027
0.354186,0.579998,0.247425,0.689442
0.228235,0.685460,0.405284,0.607113
0.303917,0.546465,0.326565,0.526185
0.202026,0.503384,0.177569,0.484090
0.219081,0.470992,0.269537,0.526669
0.205730,0.679004,0.226527,0.590535
0.229271,0.556596,0.268117,0.558870
0.246932,0.622125,0.260394,0.389261
0.251901,0.566667,0.323069,0.560666
0.279853,0.502337,0.350201,0.455608
0.325314,0.586306,0.436580,0.550322
0.262804,0.665990,0.267143,0.556656
0.347033,0.826348,0.286716,0.544402
0.173731,0.505219,0.158433,0.546289
0.249244,0.573339,0.287718,0.550910
0.335782,0.677647,0.258089,0.747385
0.210649,0.614670,0.079585,0.526056
0.313040,0.669245,0.288746,0.460905
0.160874,0.636058,0.397304,0.411304
0.257864,0.702869,0.247978,0.427260
0.106855,0.576057,0.313026,0.621904
0.250936,0.705911,0.353955,0.586334
0.256043,0.687880,0.471934,0.609503
0.316360,0.588514,0.274463,0.562187
0.283304,0.704506,0.366291,0.575568
0.184498,0.598470,0.270983,0.485384
0.260075,0.487482,0.344474,0.488179
0.292780,0.685770,0.454450,0.424300
0.238483,0.684883,0.332715,0.648810
0.278633,0.519989,0.300804,0.586780
0.233290,0.591772,0.286259,0.726174
0.247590,0.752271,0.257350,0.520568
0.414093,0.698378,0.238980,0.577901
0.235964,0.604907,0.309481,0.496917
0.244651,0.561897,0.233385,0.516490
0.175409,0.617694,0.258537,0.758706
0.161606,0.736271,0.288258,0.458465
0.313133,0.559798,0.222836,0.494215
0.402849,0.508701,0.325308,0.550034
0.243360,0.638035,0.318171,0.565372
0.258253,0.457335,0.330035,0.476498
0.314212,0.730776,0.319005,0.549396
0.132711,0.494836,0.417806,0.553127
0.268191,0.668042,0.432788,0.461672
0.363065,0.559712,0.301323,0.578702
0.239099,0.619683,0.345342,0.577704
0.134459,0.620057,0.311089,0.582687
0.237643,0.438263,0.330811,0.557503
0.257744,0.560162,0.381359,0.473421
0.310855,0.538166,0.286120,0.515352
0.268070,0.604749,0.322363,0.584729
0.294439,0.649141,0.261111,0.575350
0.090227,0.578617,0.250597,0.645195
0.248656,0.600801,0.204766,0.577492
0.192934,0.736960,0.279163,0.595792
0.214068,0.575702,0.257288,0.596280
0.253797,0.496041,0.357070,0.557874
0.205388,0.494099,0.204349,0.522197
0.161566,0.660407,0.327742,0.356643
0.169874,0.622473,0.198726,0.566838
0.175529,0.534209,0.233018,0.510115
0.244147,0.584960,0.375397,0.428999
0.333170,0.565543,0.471471,0.605480
0.231411,0.652265,0.266859,0.455439
0.222972,0.479563,0.335426,0.703791
0.280309,0.578845,0.065993,0.553482
0.252422,0.618321,0.279769,0.458013
0.255710,0.485286,0.296911,0.541635
0.261588,0.681911,0.298450,0.697345
0.188740,0.546221,0.382628,0.627453
0.199658,0.601438,0.337720,0.518443
0.254341,0.521057,0.283124,0.517712
0.227375,0.538988,0.218452,0.665111
0.247322,0.751297,0.355341,0.462815
0.353071,0.595480,0.232294,0.471578
0.310884,0.672630,0.285541,0.495146
0.206827,0.575488,0.281890,0.451861
0.328468,0.704497,0.311792,0.479946
0.233840,0.605205,0.247401,0.619400
0.196383,0.715230,0.134565,0.603796
0.195119,0.571037,0.470460,0.563614
0.276789,0.489654,0.249972,0.646031
0.297818,0.573518,0.258932,0.459943
0.327432,0.580360,0.072367,0.588309
0.408014,0.577370,0.374269,0.510786
0.374024,0.585654,0.306034,0.471413
0.163362,0.584111,0.358612,0.675647
0.168514,0.591664,0.283315,0.611330
0.332515,0.696251,0.404593,0.549600
0.333660,0.450959,0.297073,0.364213
0.089591,0.605550,0.333373,0.502743
0.266366,0.494956,0.225028,0.555759
0.253402,0.821331,0.392409,0.606450
0.262611,0.636670,0.141039,0.631692
0.139872,0.443847,0.249749,0.551534
0.286432,0.664122,0.305093,0.635094
0.110489,0.572707,0.287365,0.775731
0.219867,0.594037,0.359656,0.551179
0.158024,0.515098,0.278272,0.495277
0.215577,0.454372,0.429963,0.659850
0.011273,0.679877,0.191912,0.626633
0.389870,0.687605,0.288731,0.507080
0.321814,0.724460,0.249976,0.522651
0.268236,0.757967,0.389649,0.662271
0.170287,0.531194,0.281928,0.522090
0.274208,0.578704,0.333360,0.341965
0.296654,0.674056,0.282871,0.584684
0.250140,0.511990,0.420814,0.436412
0.375661,0.503838,0.331377,0.620929
0.353647,0.602505,0.107893,0.531817
0.198182,0.516047,0.286857,0.440024
0.282237,0.573853,0.229464,0.540042
0.215167,0.734567,0.352167,0.581710
0.432743,0.621680,0.260752,0.502518
0.388141,0.710174,0.343252,0.563571
0.251321,0.802157,0.211540,0.713919
0.306932,0.729690,0.401171,0.389060
0.414671,0.574716,0.289838,0.615274
0.188012,0.593489,0.289063,0.468372
0.232993,0.753599,0.343611,0.478875
0.176116,0.618304,0.319104,0.490038
0.133523,0.581006,0.436375,0.400232
0.224487,0.517941,0.310142,0.417756
0.321196,0.625105,0.204818,0.483461
0.125862,0.536145,0.108701,0.509539
0.132913,0.560287,0.411088,0.441793
0.319676,0.604313,0.327169,0.494121
0.170017,0.655005,0.359686,0.483284
0.253966,0.637749,0.391554,0.499406
0.258082,0.582431,0.268091,0.667231
0.248487,0.592578,0.243317,0.331483
0.257407,0.616603,0.308740,0.640674
0.247524,0.525380,0.221790,0.480472
0.245947,0.607576,0.340039,0.593263
0.318801,0.700512,0.254940,0.630088
0.141802,0.563627,0.361053,0.496561
0.312859,0.555985,0.207028,0.488978
0.320763,0.744417,0.379543,0.468787
0.305196,0.653300,0.224678,0.511366
0.171035,0.649898,0.172229,0.486330
0.158630,0.697676,0.271628,0.469341
0.336943,0.685976,0.368516,0.631610
0.408200,0.646508,0.248882,0.537742
0.183967,0.434321,0.448732,0.514822
0.301331,0.568657,0.310106,0.627743
0.337448,0.613976,0.311102,0.510959
0.329830,0.597149,0.341710,0.652832
0.281380,0.635923,0.441818,0.511576
0.288540,0.528626,0.301582,0.522736
0.275501,0.484563,0.294792,0.559012
0.127884,0.565434,0.237442,0.420039
0.121520,0.662541,0.336732,0.510925
0.279439,0.548675,0.392939,0.657784
0.350307,0.743259,0.254056,0.382761
0.270165,0.588638,0.317522,0.655338
0.131274,0.562253,0.328682,0.551015
0.313618,0.743772,0.265923,0.595933
0.171291,0.514331,0.325439,0.514978
0.285637,0.554805,0.215968,0.473093
0.320021,0.538267,0.325673,0.628973
0.290911,0.759380,0.289717,0.617643
0.104717,0.671623,0.353443,0.630387
0.239189,0.441078,0.336189,0.630291
0.234933,0.607490,0.215666,0.466606
0.163647,0.708372,0.199360,0.586675
0.358662,0.632035,0.388731,0.598103
0.204341,0.599239,0.324222,0.677140
0.456020,0.584911,0.356082,0.512957
0.164152,0.591623,0.299118,0.494714
0.170648,0.524199,0.237869,0.593626
0.555341,0.670590,0.321131,0.560239
0.187284,0.571375,0.279316,0.589185
0.214384,0.658278,0.253924,0.691729
0.246065,0.560628,0.188343,0.557774
0.214174,0.664971,0.282992,0.690761
0.151767,0.550621,0.179978,0.673940
0.346030,0.550899,0.267711,0.630911
0.253664,0.518716,0.162830,0.573520
0.235793,0.703610,0.378498,0.434504
0.284702,0.622175,0.361766,0.480405
0.245201,0.593403,0.254011,0.618323
0.223059,0.513879,0.299993,0.593745
0.104870,0.645207,0.285056,0.603884
0.235077,0.528211,0.228041,0.547380
0.079368,0.520653,0.342578,0.424010
0.214295,0.729350,0.356103,0.514336
0.279389,0.434746,0.289762,0.476172
0.156904,0.582376,0.355154,0.546853
0.298409,0.639551,0.236185,0.531559
0.283875,0.583495,0.078177,0.548061
0.126638,0.742006,0.297417,0.502974
0.232928,0.638187,0.291448,0.596526
0.266650,0.652938,0.299994,0.574817
0.221593,0.661684,0.336902,0.471986
0.299487,0.585485,0.110108,0.441756
0.172691,0.553947,0.220430,0.606337
0.108749,0.560206,0.451387,0.594566
0.161391,0.736010,0.140456,0.556915
0.285613,0.647143,0.336817,0.506865
0.283740,0.677947,0.255869,0.461575
0.324476,0.542505,0.334485,0.515773
0.272611,0.627080,0.373183,0.604951
0.348308,0.645993,0.391827,0.655995
0.274689,0.593998,0.266710,0.509641
0.345430,0.729227,0.273401,0.461283
0.085585,0.475705,0.270120,0.494042
0.328343,0.644778,0.340800,0.592013
0.175348,0.655737,0.309433,0.614230
0.191783,0.621360,0.328144,0.500331
0.376070,0.655820,0.210558,0.570915
0.146719,0.530548,0.223875,0.551980
0.215026,0.536112,0.133579,0.476905
0.128241,0.713581,0.252438,0.490171
0.270742,0.698720,0.265067,0.543456
0.244914,0.570601,0.193367,0.537897
0.225813,0.617526,0.220060,0.483915
0.254132,0.772772,0.379760,0.603450
0.232928,0.481738,0.362518,0.561802
0.364954,0.473792,0.253516,0.512946
0.176212,0.536960,0.397321,0.582283
0.349664,0.602165,0.381467,0.544503
0.282953,0.539466,0.187372,0.368919
0.289300,0.726732,0.394353,0.632621
0.232663,0.533151,0.394242,0.640259
0.185847,0.602164,0.157992,0.565787
0.189511,0.714092,0.261703,0.437255
0.223516,0.660727,0.310947,0.550771
0.276865,0.614802,0.209975,0.615714
0.087594,0.493257,0.285395,0.500435
0.165462,0.674343,0.273868,0.547095
0.255257,0.564549,0.291498,0.397396
0.376794,0.475624,0.343019,0.547902
0.362422,0.650530,0.170329,0.391760
0.226549,0.592391,0.327462,0.606375
0.205696,0.606202,0.219054,0.596770
0.303796,0.610444,0.230811,0.618184
0.438565,0.671144,0.184270,0.503235
0.287754,0.621493,0.423264,0.521124
0.114807,0.626956,0.440598,0.575196
0.286216,0.552536,0.342892,0.553156
0.289178,0.578719,0.350102,0.576454
0.243587,0.585955,0.371018,0.601086
0.304180,0.598501,0.288192,0.514349
0.214671,0.709678,0.264068,0.415075
0.249089,0.807952,0.216079,0.357774
0.329346,0.700237,0.275063,0.573134
0.277221,0.679887,0.193467,0.659156
0.277270,0.760802,0.328777,0.555491
0.111072,0.563504,0.245504,0.447572
0.352856,0.498029,0.135233,0.378097
0.380519,0.520013,0.283794,0.489193
0.325554,0.702877,0.339701,0.655577
0.219358,0.690497,0.259289,0.465407
0.422069,0.603518,0.258282,0.501990
0.295620,0.530870,0.311714,0.598331
0.197382,0.697123,0.315197,0.486989
0.246398,0.602179,0.364767,0.484672
0.250786,0.737435,0.253439,0.494921
0.262228,0.580818,0.477698,0.459675
0.227439,0.520122,0.316719,0.631126
0.227929,0.569677,0.291345,0.471725
0.167042,0.553718,0.400706,0.284735
0.151816,0.484654,0.259606,0.497281
0.212902,0.684755,0.342942,0.507833
0.215660,0.564863,0.189845,0.573839
0.150363,0.576986,0.235995,0.598356
0.368977,0.616474,0.217939,0.505057
0.178575,0.627038,0.358463,0.637021
0.192073,0.511028,0.467533,0.606079
0.258458,0.641933,0.334513,0.762662
0.252283,0.574785,0.367476,0.619130
0.067497,0.543028,0.332740,0.540822
0.265758,0.745548,0.450541,0.424544
0.213987,0.638770,0.259234,0.653211
0.257361,0.559536,0.210945,0.574860
0.345903,0.608270,0.209688,0.525668
0.390027,0.587264,0.261587,0.549342
0.273122,0.516559,0.330118,0.462074
0.273656,0.545000,0.246001,0.432941
0.316588,0.499248,0.423741,0.412652
0.194364,0.691658,0.383012,0.630109
0.194123,0.548552,0.266830,0.557577
0.192249,0.567940,0.301623,0.564972
0.366286,0.477725,0.195509,0.714099
0.103962,0.591196,0.371977,0.556248
0.199401,0.503970,0.366916,0.550388
0.166522,0.555313,0.280584,0.590192
0.203831,0.699855,0.263647,0.527928
0.163431,0.670735,0.331699,0.594457
0.179243,0.570416,0.358798,0.718706
0.326974,0.609185,0.111616,0.479777
0.302996,0.467953,0.216265,0.671453
0.229754,0.638993,0.380554,0.265410
0.271956,0.650229,0.200802,0.473887
0.228561,0.615321,0.453486,0.718030
0.194383,0.602964,0.258639,0.584331
0.335394,0.503123,0.276768,0.464481
0.179499,0.669627,0.350642,0.461021
0.397132,0.692040,0.311845,0.538490
0.198977,0.576239,0.300830,0.491453
0.200300,0.410951,0.350341,0.524090
0.259394,0.567468,0.266495,0.513116
0.213668,0.608458,0.367384,0.563154
0.232715,0.591741,0.323083,0.645711
0.308894,0.626958,0.213585,0.668761
0.219938,0.660527,0.325752,0.655017
0.169437,0.738497,0.456323,0.476049
0.253828,0.675307,0.247718,0.526320
0.143275,0.740102,0.339582,0.589754
0.172178,0.548912,0.211621,0.351724
0.229461,0.661253,0.269490,0.544025
0.395143,0.647302,0.381788,0.484616
0.317566,0.513365,0.214055,0.525377
0.299827,0.690292,0.409952,0.578814
0.333972,0.682873,0.136413,0.617064
0.281805,0.528143,0.304305,0.608349
0.262857,0.481263,0.280177,0.603541
0.311028,0.766893,0.285150,0.535531
0.197102,0.584735,0.326760,0.633926
0.375830,0.627037,0.235053,0.579139
0.326931,0.587205,0.284531,0.478331
0.250983,0.631365,0.199441,0.428811
0.318273,0.526281,0.481678,0.627088
0.258940,0.636100,0.320242,0.602757
0.177734,0.616889,0.284830,0.553778
0.224280,0.646502,0.316849,0.560471
0.195703,0.685290,0.453665,0.659792
0.135726,0.692357,0.344443,0.567292
0.196212,0.625504,0.181235,0.654194
0.227060,0.562806,0.237182,0.519314
0.262352,0.767857,0.419426,0.612526
0.287156,0.551608,0.420388,0.444328
0.294349,0.719230,0.422407,0.513234
0.217175,0.542184,0.366638,0.453465
0.377469,0.683694,0.132989,0.567824
0.312809,0.756801,0.320315,0.565771
0.404028,0.629227,0.314704,0.526191
0.276604,0.503379,0.265465,0.589697
0.207438,0.615062,0.352296,0.497421
0.369830,0.657326,0.197447,0.560103
0.232173,0.604035,0.327060,0.548535
0.382904,0.539156,0.242493,0.605519
0.252200,0.564104,0.332035,0.382453
0.200725,0.688146,0.191954,0.482201
0.208419,0.610837,0.299663,0.638323
0.191416,0.565797,0.210188,0.571422
0.326676,0.607552,0.361757,0.414427
0.200332,0.724655,0.217629,0.474616
0.212574,0.581748,0.344718,0.625103
0.333464,0.432606,0.231832,0.529837
0.257230,0.686402,0.257618,0.492683
0.449649,0.639242,0.165268,0.570270
0.178504,0.423359,0.392613,0.528511
0.086583,0.660458,0.116068,0.663241
0.348000,0.508772,0.396177,0.554067
0.127936,0.521026,0.392201,0.555248
0.279761,0.621510,0.306229,0.650000
0.143206,0.494809,0.325559,0.557485
0.099077,0.500667,0.178631,0.606310
0.179840,0.601727,0.365732,0.585100
0.197354,0.546872,0.243144,0.628486
0.059775,0.577658,0.398457,0.523560
0.106584,0.474699,0.495529,0.501212
0.273055,0.705277,0.335025,0.471404
0.300813,0.581163,0.366635,0.629817
0.244187,0.505254,0.288466,0.653605
0.198773,0.563914,0.429848,0.615636
0.201798,0.492927,0.488556,0.548076
0.239504,0.547212,0.279453,0.563731
0.330278,0.656969,0.337976,0.612382
0.300531,0.499268,0.327739,0.644745
0.188534,0.639323,0.315017,0.551658
0.302136,0.624127,0.492148,0.576819
0.300679,0.668492,0.274005,0.576960
0.327403,0.585518,0.387602,0.630047
0.261404,0.620753,0.100877,0.652154
0.375739,0.629384,0.239938,0.627768
0.242407,0.625424,0.270747,0.582175
0.193563,0.692324,0.202836,0.547001
0.275833,0.591885,0.267867,0.609185
0.168723,0.546469,0.171415,0.394746
0.283175,0.583579,0.290675,0.663723
0.226952,0.631835,0.135314,0.521023
0.139188,0.569947,0.332580,0.644747
0.168190,0.531631,0.227932,0.491490
0.305758,0.622511,0.294844,0.619058
0.335720,0.579850,0.321365,0.576170
0.244603,0.565609,0.316337,0.464110
0.335261,0.606130,0.405105,0.345009
0.201648,0.623600,0.196078,0.692110
0.232339,0.588713,0.211525,0.452946
0.176546,0.582912,0.336530,0.560335
0.312438,0.528301,0.279279,0.531116
0.223164,0.558975,0.408390,0.727609
0.211897,0.895368,0.193213,0.578477
0.309006,0.713164,0.291691,0.638029
0.275185,0.684202,0.312054,0.448921
0.232072,0.554019,0.236351,0.541312
0.111389,0.653889,0.243246,0.589585
0.199474,0.647632,0.334670,0.447633
0.035133,0.491371,0.379441,0.630801
0.254744,0.523920,0.392504,0.728272
0.371311,0.631393,0.427635,0.647635
0.221993,0.579327,0.310946,0.462415
0.228072,0.449293,0.213830,0.682330
0.314189,0.661435,0.246941,0.519834
0.288065,0.733233,0.220606,0.524406
0.273266,0.497606,0.270510,0.504348
0.259004,0.637448,0.267816,0.652833
0.402918,0.607518,0.419233,0.538947
0.164648,0.572693,0.272823,0.557307
0.274183,0.591898,0.311418,0.390884
0.249906,0.575582,0.210880,0.550174
0.281517,0.637992,0.335736,0.576323
0.316759,0.663518,0.334254,0.640366
0.249567,0.445108,0.417889,0.461080
0.183344,0.664420,0.274295,0.607523
0.287334,0.472986,0.159531,0.542775
0.162326,0.807835,0.222774,0.640505
0.360570,0.660489,0.279448,0.479400
0.382602,0.648075,0.256671,0.580087
0.367239,0.512036,0.230497,0.543728
0.136190,0.719024,0.328564,0.545961
0.186036,0.628134,0.316516,0.567898
0.241064,0.524359,0.197986,0.491933
0.417532,0.643657,0.135571,0.495777
0.261103,0.692316,0.304936,0.441523
0.238822,0.582701,0.328976,0.625998
0.244837,0.553956,0.357545,0.512344
0.224434,0.573552,0.219748,0.540932
0.189284,0.632503,0.392229,0.639620
0.297606,0.698405,0.163815,0.481068
0.285707,0.661763,0.410781,0.684944
0.226547,0.632482,0.302500,0.607505
0.345110,0.698422,0.436649,0.627389
0.265841,0.607513,0.400220,0.503461
0.207542,0.714719,0.321677,0.523568
0.176681,0.694590,0.304772,0.494221
0.106765,0.653108,0.190817,0.577918
0.226419,0.576370,0.318045,0.683705
0.281635,0.733036,0.454162,0.541883
0.369546,0.716863,0.208415,0.417969
0.290510,0.530947,0.261622,0.541339
0.315253,0.758657,0.260125,0.532725
0.233196,0.725782,0.184737,0.499191
0.225448,0.555646,0.267187,0.474077
0.227382,0.520975,0.296528,0.649768
0.182421,0.545299,0.367168,0.525287
0.252502,0.527643,0.363405,0.445254
