m_campaign_0,m_campaign_1,m_campaign_2
0.298168,0.397148,0.767510
0.215923,0.462075,0.675277
0.264086,0.525869,0.693836
0.187895,0.492255,0.595709
0.295647,0.458551,0.570159
0.181160,0.434636,0.615011
0.158070,0.695896,0.815671
0.317898,0.502898,0.675591
0.250102,0.578189,0.607692
0.157267,0.517876,0.624010
0.066613,0.560615,0.566923
0.180485,0.485214,0.723682
0.254064,0.562902,0.662841
0.263217,0.488209,0.781380
0.295181,0.698584,0.757958
0.296888,0.467048,0.698601
0.111264,0.356817,0.739090
0.222116,0.413139,0.596184
0.175507,0.535313,0.851562
0.186880,0.453964,0.704709
0.157040,0.475772,0.660897
0.075297,0.674412,0.631002
0.205294,0.610724,0.671505
0.258624,0.497163,0.729895
0.317376,0.537137,0.747351
0.249439,0.627561,0.683174
0.228764,0.687781,0.769447
0.241786,0.412791,0.698535
0.265843,0.452354,0.644887
0.243238,0.378831,0.838213
0.139957,0.510687,0.750630
0.229537,0.534420,0.743484
0.166872,0.473257,0.715330
0.265582,0.430140,0.881352
0.286888,0.521586,0.711841
0.076750,0.578632,0.736149
0.274466,0.471384,0.811064
0.086357,0.463617,0.681086
0.234196,0.375161,0.724455
0.236897,0.540950,0.732747
0.293458,0.659786,0.837933
0.246837,0.667126,0.676864
0.146575,0.614804,0.622149
0.214447,0.629300,0.755667
0.278059,0.549155,0.769058
0.191167,0.443670,0.617543
0.056157,0.594110,0.759121
0.100840,0.541698,0.698754
0.281120,0.510892,0.616133
0.254566,0.445257,0.680378
0.096397,0.381206,0.732517
0.337709,0.500401,0.607877
0.073538,0.587685,0.786509
0.249945,0.519228,0.738342
0.201503,0.515971,0.549154
0.210341,0.461782,0.684718
0.188693,0.412824,0.719758
0.401630,0.490053,0.797259
0.114128,0.475194,0.634163
0.204283,0.512799,0.705834
0.201071,0.500579,0.732333
0.305085,0.617232,0.580995
0.229733,0.487680,0.837285
0.115691,0.585820,0.668589
0.116660,0.498008,0.600910
0.153108,0.398028,0.823627
0.219674,0.356831,0.786205
0.253259,0.589910,0.758837
0.220395,0.457948,0.537739
0.374092,0.448242,0.747211
0.181183,0.564797,0.595266
0.134895,0.504834,0.683939
0.240168,0.485182,0.783916
0.151702,0.393589,0.583464
0.177753,0.389920,0.756648
0.273939,0.389464,0.635067
0.351483,0.446986,0.818416
0.138588,0.593160,0.595011
0.257694,0.683760,0.847933
0.069329,0.470601,0.669187
0.165784,0.563041,0.791744
0.074751,0.577065,0.718458
0.193881,0.478751,0.825832
0.263159,0.451400,0.735788
0.214733,0.494231,0.737209
0.254414,0.558500,0.724907
0.273699,0.448238,0.671756
0.144478,0.411826,0.703980
0.266256,0.307570,0.587232
0.178706,0.570485,0.682505
0.233239,0.516641,0.864426
0.181631,0.472166,0.806174
0.283607,0.514892,0.738051
0.159174,0.385464,0.464787
0.318042,0.484944,0.657978
0.245774,0.584938,0.803934
0.189292,0.545058,0.777143
0.214794,0.462537,0.611084
0.230004,0.625706,0.694765
0.265622,0.489850,0.603180
0.111376,0.435171,0.656049
0.187204,0.469130,0.719549
0.184848,0.505405,0.636798
0.259254,0.362497,0.667536
0.183587,0.509091,0.801278
0.203678,0.499779,0.771444
0.161675,0.431072,0.769859
0.182915,0.597684,0.703655
0.152152,0.419029,0.693219
0.207195,0.601519,0.642735
0.206870,0.418234,0.673928
0.188408,0.488553,0.718664
0.171627,0.662147,0.592951
0.166594,0.447298,0.667415
0.346167,0.405946,0.899264
0.265355,0.490666,0.669868
0.187552,0.359267,0.692808
0.152813,0.474328,0.747818
0.237028,0.553769,0.657399
0.046811,0.555411,0.709724
0.201705,0.401239,0.761385
0.190079,0.409884,0.778447
0.351035,0.738429,0.768501
0.093941,0.574354,0.597352
0.032587,0.420223,0.477169
0.189481,0.491663,0.654250
0.153285,0.564933,0.854961
0.253138,0.463694,0.755477
0.131006,0.548016,0.712775
0.262131,0.509933,0.811668
0.140188,0.492358,0.903407
0.213791,0.449945,0.786113
0.226274,0.453523,0.658474
0.020667,0.604063,0.760349
0.197517,0.484537,0.633641
0.179971,0.576939,0.765222
0.168186,0.418872,0.728836
0.218321,0.569257,0.775002
0.108377,0.567359,0.642738
0.160503,0.575664,0.541578
0.331618,0.495255,0.815437
0.291860,0.534454,0.648789
0.057914,0.561473,0.635337
0.212268,0.310510,0.839987
0.115104,0.569715,0.627957
0.120944,0.391292,0.599870
0.269322,0.530717,0.706216
0.161734,0.615666,0.716631
0.074497,0.500018,0.606623
0.026828,0.444862,0.528343
0.213050,0.436496,0.710443
0.247212,0.523802,0.720708
0.232696,0.463366,0.666907
0.201862,0.526405,0.540778
0.141680,0.398004,0.712110
0.211441,0.501212,0.657295
0.015183,0.472249,0.725130
0.243939,0.648315,0.713707
0.230593,0.438112,0.722298
0.332009,0.407414,0.705518
0.170248,0.419304,0.753584
0.148445,0.503280,0.687533
0.179325,0.423509,0.682140
0.204650,0.470845,0.805430
0.208369,0.498692,0.633666
0.096510,0.507733,0.659816
0.303625,0.520146,0.768273
0.235999,0.495979,0.750450
0.186664,0.548089,0.734041
0.193347,0.434957,0.725253
0.300797,0.529516,0.763586
0.048776,0.475319,0.606469
0.238779,0.530086,0.810144
0.205324,0.313560,0.757751
0.278909,0.327030,0.704099
0.168257,0.440725,0.803677
0.259487,0.464989,0.633989
0.261166,0.402538,0.797100
0.209653,0.413603,0.776225
0.134974,0.546090,0.679544
0.143607,0.543525,0.606217
0.140916,0.587792,0.817153
0.254573,0.502822,0.819836
0.193133,0.556485,0.588534
0.311369,0.493431,0.842326
0.166138,0.580095,0.551707
0.159114,0.483027,0.679260
0.304874,0.529273,0.718821
0.210464,0.454303,0.752145
0.156654,0.396486,0.765800
0.112852,0.463410,0.750456
0.293172,0.592850,0.668212
0.177785,0.548015,0.707286
0.213898,0.215143,0.715786
0.326748,0.411997,0.597575
0.225827,0.420640,0.606027
0.259317,0.375393,0.699786
0.164668,0.549113,0.664128
0.238064,0.573906,0.581311
0.087132,0.483533,0.501995
0.143683,0.516922,0.664899
0.252058,0.480325,0.722780
0.210751,0.464646,0.629047
0.285963,0.467116,0.723389
0.155221,0.477030,0.590911
0.099510,0.423880,0.794388
0.121503,0.459243,0.571802
0.201766,0.566344,0.859294
0.191801,0.365424,0.675904
0.316466,0.535185,0.642641
0.250534,0.492701,0.776026
0.056554,0.537284,0.757976
0.231800,0.471940,0.618278
0.185450,0.532652,0.864066
0.199830,0.413994,0.606916
0.214289,0.401377,0.656870
0.086129,0.432843,0.698466
0.140006,0.397398,0.521328
0.123889,0.459106,0.836685
0.121763,0.528429,0.634639
0.270905,0.445770,0.726638
0.159602,0.541176,0.790224
0.134613,0.481594,0.613189
0.307372,0.528869,0.742144
0.081465,0.484621,0.672047
0.157016,0.478511,0.625099
0.293011,0.621492,0.556806
0.378635,0.590919,0.785645
0.168017,0.431890,0.716488
0.179539,0.482752,0.685074
0.175287,0.516729,0.795532
0.208971,0.474746,0.656204
0.176795,0.593585,0.684134
0.077752,0.457859,0.704751
0.091555,0.501152,0.615147
0.177268,0.527364,0.741438
0.331518,0.598958,0.718624
0.363734,0.363644,0.845766
0.144356,0.376566,0.733831
0.160520,0.605160,0.640039
0.241190,0.477504,0.679881
0.106759,0.537877,0.671221
0.225569,0.427676,0.636814
0.249480,0.521628,0.815710
0.122967,0.583161,0.601202
0.280454,0.460808,0.729977
0.168257,0.638384,0.738181
0.227435,0.491079,0.583747
0.164889,0.533958,0.632188
0.271638,0.515362,0.697041
0.077356,0.419665,0.873226
0.263438,0.448237,0.872244
0.189061,0.552804,0.721990
0.069928,0.498704,0.677205
0.063938,0.558921,0.702894
0.181135,0.498135,0.774771
0.130775,0.649619,0.699764
0.156940,0.451190,0.842851
0.288898,0.511662,0.804318
0.366465,0.362076,0.611274
0.080336,0.465084,0.658707
0.277886,0.536395,0.724427
0.148030,0.427547,0.609154
0.051289,0.573819,0.814157
0.192825,0.538614,0.704602
0.065484,0.410481,0.770867
0.270727,0.584138,0.713940
0.262806,0.428293,0.697111
0.267335,0.273961,0.719127
0.063122,0.554347,0.786928
0.252029,0.272325,0.570940
0.123500,0.511164,0.688765
0.267071,0.388561,0.831870
0.269361,0.518151,0.551857
0.277422,0.429597,0.623323
0.036256,0.449046,0.641567
0.266717,0.375045,0.804142
0.230952,0.484744,0.690622
0.218610,0.554849,0.691943
0.221076,0.293261,0.641570
0.207781,0.586332,0.714288
0.213924,0.317732,0.603762
0.348822,0.391465,0.690547
0.117983,0.514985,0.651940
0.240393,0.435427,0.737627
0.045046,0.451003,0.656305
0.113875,0.615554,0.659423
0.313999,0.461549,0.764381
0.212036,0.541853,0.782248
0.181959,0.480461,0.785393
0.166227,0.445504,0.658337
0.128925,0.388708,0.669009
0.152919,0.407498,0.855278
0.198402,0.459973,0.900197
0.198324,0.425299,0.677645
0.266985,0.565695,0.800475
0.263875,0.540025,0.667735
0.142207,0.579350,0.677115
0.193524,0.532005,0.551835
0.155175,0.528372,0.778818
0.135586,0.467892,0.716474
0.124837,0.454958,0.774480
0.057433,0.463410,0.572773
0.158785,0.545265,0.734081
0.222902,0.459133,0.637019
0.169780,0.423077,0.798510
0.186299,0.536468,0.664478
0.162923,0.525944,0.631141
0.018933,0.565309,0.742528
0.163681,0.475165,0.541429
0.229837,0.507299,0.657980
0.239042,0.393129,0.683333
0.256484,0.479853,0.625364
0.189180,0.332445,0.765897
0.217553,0.510054,0.712195
0.209814,0.507100,0.653276
0.201461,0.572227,0.705584
0.193118,0.485490,0.718150
0.346495,0.625492,0.714435
0.239493,0.405487,0.742946
0.231155,0.367534,0.537385
0.189885,0.493660,0.626937
0.086042,0.351796,0.767012
0.061946,0.400340,0.800794
0.273352,0.559722,0.762314
0.319701,0.542820,0.615197
0.276386,0.493180,0.660906
0.251673,0.542069,0.614844
0.271847,0.567891,0.890749
0.240293,0.523933,0.618203
0.190482,0.443710,0.603501
0.078793,0.598685,0.630055
0.195049,0.467255,0.682694
0.226989,0.536682,0.744179
0.234779,0.513005,0.767133
0.268463,0.493350,0.765428
0.129069,0.454736,0.760680
0.185162,0.528467,0.647026
0.058609,0.560795,0.826396
0.075266,0.562514,0.624270
0.172101,0.520523,0.755615
0.266173,0.542100,0.548181
0.284582,0.473571,0.660893
0.134035,0.457535,0.695040
0.257008,0.499202,0.722965
0.122293,0.634527,0.498432
0.081194,0.624002,0.586038
0.287516,0.641906,0.661536
0.326205,0.386121,0.732522
0.135141,0.542455,0.792082
0.320043,0.595804,0.578886
0.080746,0.569520,0.655515
0.168497,0.600414,0.822746
0.082736,0.412694,0.800879
0.233654,0.444849,0.517727
0.124466,0.511426,0.699943
0.167988,0.561919,0.790329
0.038882,0.444524,0.573392
0.253002,0.502101,0.676909
0.202422,0.352765,0.736851
0.029315,0.505095,0.742622
0.223235,0.593214,0.874175
0.159899,0.553654,0.775393
0.175129,0.424269,0.606451
0.106341,0.540022,0.706424
0.199051,0.465006,0.692365
0.146057,0.575517,0.754021
0.091073,0.561233,0.660330
0.205532,0.544107,0.685670
0.241280,0.535232,0.724568
0.304861,0.719200,0.698438
0.155338,0.639656,0.715145
0.330106,0.550498,0.828170
0.208801,0.366752,0.707406
0.218891,0.607197,0.738520
0.144865,0.563295,0.660958
0.187857,0.476049,0.751734
0.285158,0.554970,0.767146
0.242917,0.547647,0.709123
0.182694,0.513721,0.666702
0.141893,0.431485,0.666765
0.171471,0.461419,0.806635
0.139919,0.472259,0.700499
0.174877,0.483468,0.719643
0.006918,0.468936,0.778401
0.092931,0.421047,0.779228
0.050315,0.465506,0.654032
0.020151,0.605618,0.610969
0.139485,0.517075,0.734954
0.231904,0.478076,0.677494
0.176274,0.404062,0.742418
0.263014,0.553382,0.690074
0.197522,0.460575,0.791491
0.202090,0.523685,0.662165
0.269207,0.533224,0.739635
0.147638,0.564350,0.676593
0.052579,0.545347,0.609303
0.247876,0.375701,0.609298
0.220745,0.578908,0.623648
0.139775,0.515025,0.553068
0.108701,0.427462,0.621770
0.166554,0.406184,0.721043
0.217105,0.549068,0.668380
0.253361,0.354176,0.687582
0.235758,0.667600,0.734851
0.276716,0.354945,0.638228
0.158750,0.454855,0.610968
0.281344,0.343006,0.649979
0.125940,0.477108,0.707905
0.104074,0.458917,0.673249
0.139712,0.520314,0.664577
0.201772,0.549147,0.585842
0.180626,0.475391,0.602116
0.169723,0.397529,0.750151
0.259128,0.530699,0.623158
0.209627,0.477718,0.871540
0.187747,0.412378,0.825049
0.256289,0.503514,0.775934
0.189300,0.612328,0.718716
0.162547,0.433182,0.789521
0.159967,0.554474,0.679351
0.037527,0.509147,0.683328
0.295755,0.492707,0.784592
0.140970,0.555518,0.778507
0.251458,0.418175,0.712235
0.038319,0.588723,0.635716
0.142970,0.419502,0.789379
0.229367,0.586424,0.656039
0.159986,0.414251,0.863937
0.228716,0.460859,0.620280
0.129370,0.492680,0.823258
0.281797,0.480869,0.754870
0.156950,0.409853,0.646976
0.067713,0.508373,0.718287
0.360941,0.509373,0.825956
0.296052,0.413961,0.743757
0.433265,0.592202,0.667897
0.158533,0.510246,0.588566
0.101227,0.482086,0.659993
0.347505,0.614121,0.650889
0.109932,0.376450,0.806209
0.156753,0.197463,0.544098
0.141897,0.646089,0.653368
0.047163,0.598381,0.648778
0.175315,0.520932,0.796922
0.234805,0.562956,0.633919
0.147193,0.568538,0.629194
0.143613,0.542418,0.863620
0.160213,0.472195,0.904926
0.234792,0.612047,0.800447
0.181196,0.375527,0.584123
0.088746,0.502063,0.623091
0.395827,0.379864,0.783450
0.352502,0.443943,0.658107
0.169958,0.475356,0.747299
0.193523,0.535763,0.669582
0.241656,0.563850,0.697895
0.265466,0.367004,0.602412
0.184073,0.438616,0.647627
0.146238,0.495680,0.590579
0.310860,0.464794,0.630804
0.246651,0.381825,0.682739
0.115212,0.515441,0.702011
0.368105,0.439467,0.736006
0.254952,0.606878,0.672213
0.096113,0.545051,0.612488
0.138155,0.483010,0.734446
0.144035,0.534702,0.790362
0.285413,0.451556,0.726087
0.117759,0.544451,0.745891
0.079556,0.403169,0.712783
0.229012,0.582113,0.698112
0.153258,0.456881,0.771559
0.279807,0.368819,0.649022
0.230616,0.387237,0.783932
0.119552,0.454680,0.725148
0.259067,0.484836,0.801602
0.166060,0.375318,0.829865
0.194978,0.445267,0.640644
0.331634,0.461853,0.624531
0.140515,0.499478,0.628255
0.169666,0.481680,0.583728
0.217001,0.526628,0.758604
0.215622,0.500901,0.754783
0.080201,0.526212,0.744808
0.132207,0.580179,0.770390
0.245542,0.430734,0.647075
0.220235,0.554410,0.834351
0.260120,0.490595,0.667900
0.022177,0.484193,0.660910
0.134935,0.531254,0.685265
0.234806,0.528580,0.682301
0.130304,0.493774,0.465834
0.191086,0.515683,0.581592
0.240552,0.586122,0.740142
0.077099,0.380210,0.806761
0.164187,0.498790,0.766009
0.253683,0.537702,0.778442
0.126286,0.427297,0.716260
0.295978,0.578265,0.544189
0.213538,0.415513,0.679254
0.209509,0.388748,0.707612
0.239512,0.612793,0.646291
0.102174,0.421737,0.617073
0.124890,0.514573,0.804293
0.097325,0.571449,0.663944
0.202527,0.504906,0.684627
0.236666,0.554010,0.617637
0.269339,0.448317,0.716735
0.320271,0.540740,0.684708
0.225445,0.563848,0.560837
0.284724,0.647656,0.641396
0.088438,0.420294,0.621109
0.169350,0.481614,0.567264
0.146474,0.484502,0.527401
0.189833,0.415409,0.623539
0.271365,0.433449,0.681649
0.163232,0.485888,0.657382
0.211072,0.532777,0.656915
0.270244,0.606645,0.583460
0.293673,0.345054,0.687622
0.087667,0.386607,0.695129
0.247263,0.542050,0.736156
0.150690,0.437142,0.796390
0.194487,0.474477,0.773164
0.126457,0.552105,0.551406
0.194806,0.425609,0.553528
0.157312,0.348227,0.786673
0.306246,0.329895,0.661465
0.237347,0.476877,0.664446
0.178779,0.528362,0.531629
0.128899,0.413124,0.608017
0.306381,0.603055,0.613227
0.247294,0.517409,0.755306
0.121791,0.462222,0.625061
0.287772,0.474871,0.837593
0.212194,0.477007,0.599637
0.300865,0.505160,0.525425
0.183126,0.401739,0.672026
0.164016,0.350030,0.813633
0.153492,0.509697,0.730219
0.230990,0.490390,0.845169
0.184009,0.375624,0.658573
0.205826,0.451184,0.854320
0.321819,0.434379,0.763919
0.232997,0.523294,0.623728
0.235815,0.328101,0.751421
0.089516,0.415780,0.765229
0.089803,0.422943,0.619346
0.217305,0.522855,0.704666
0.200005,0.506450,0.755318
0.197196,0.480492,0.666117
0.236066,0.426515,0.727665
0.203369,0.528903,0.705600
0.151343,0.537387,0.776695
0.231943,0.570257,0.724688
0.121741,0.564488,0.679127
0.033140,0.475973,0.824009
0.245919,0.588014,0.722910
0.250403,0.526409,0.817882
0.158907,0.415330,0.618085
0.177588,0.405890,0.736082
0.284956,0.566699,0.502066
0.246991,0.586940,0.704792
0.211361,0.371933,0.685692
0.309858,0.588952,0.749891
0.200761,0.341768,0.766874
0.091724,0.576273,0.775494
0.252333,0.490774,0.709611
0.199112,0.568555,0.753379
0.134044,0.408263,0.690848
0.225509,0.510625,0.644231
0.294132,0.512980,0.681478
0.283219,0.375736,0.754576
0.125632,0.492784,0.777347
0.291323,0.596996,0.653012
0.155533,0.317861,0.674547
0.282448,0.588685,0.610524
0.201739,0.469577,0.658336
0.269972,0.535696,0.594693
0.222600,0.467649,0.742383
0.194325,0.549632,0.718182
0.031454,0.578549,0.656712
0.281793,0.482245,0.733598
0.118317,0.565198,0.623129
0.130391,0.369672,0.673356
0.108924,0.447866,0.737743
0.127304,0.578157,0.778474
0.205079,0.525490,0.878384
0.242977,0.553515,0.841234
0.081894,0.425636,0.716388
0.090467,0.510186,0.568627
0.228934,0.497235,0.750222
0.308127,0.495324,0.759116
0.270048,0.572131,0.769274
0.197622,0.476068,0.773529
0.091426,0.369013,0.725601
0.183034,0.461656,0.714223
0.185626,0.519108,0.629434
0.202768,0.457718,0.741403
0.166294,0.567390,0.662355
0.048677,0.554169,0.771225
0.229984,0.502792,0.612780
0.152413,0.576191,0.548334
0.158884,0.477076,0.758730
0.192168,0.528331,0.642586
0.129998,0.516041,0.777301
0.161062,0.503883,0.685803
0.279020,0.434659,0.810645
0.130263,0.497882,0.732682
0.196263,0.458028,0.780002
0.178112,0.537367,0.657701
0.190670,0.476729,0.615994
0.263654,0.702386,0.830035
0.161403,0.483123,0.676906
0.296821,0.533013,0.736530
0.279100,0.562131,0.752227
0.219674,0.499123,0.763213
0.179993,0.477160,0.729353
0.222192,0.417378,0.686713
0.213865,0.506883,0.588373
0.285434,0.537302,0.871912
0.270240,0.347953,0.616063
0.118156,0.628521,0.757792
0.255220,0.437644,0.671709
0.308680,0.442619,0.653969
0.199328,0.591790,0.697408
0.314931,0.631977,0.682690
0.140712,0.551321,0.596193
0.200637,0.440468,0.744593
0.184580,0.548852,0.731587
0.198863,0.562559,0.599442
0.191918,0.549276,0.733645
0.215916,0.455606,0.755353
0.253515,0.567200,0.782044
0.371072,0.436852,0.736769
0.059388,0.408005,0.735498
0.119592,0.489618,0.911363
0.182520,0.456951,0.593188
0.223422,0.463465,0.802565
0.189534,0.537146,0.636247
0.333828,0.531107,0.751984
0.293646,0.503667,0.652276
0.308278,0.394864,0.617647
0.431619,0.413473,0.731782
0.216915,0.492285,0.736812
0.176541,0.556947,0.824988
0.035713,0.589253,0.686781
0.134457,0.430978,0.809960
0.168078,0.584864,0.748162
0.331341,0.480920,0.806891
0.227932,0.359549,0.724635
0.191377,0.598434,0.592133
0.095250,0.602983,0.610881
0.336792,0.520376,0.788646
0.344220,0.626684,0.579867
0.279733,0.476819,0.780340
0.110401,0.462850,0.810462
0.224006,0.507196,0.671017
0.245740,0.484086,0.931005
0.201189,0.428401,0.673574
0.285800,0.495180,0.623487
0.154448,0.524260,0.586592
0.031406,0.392113,0.779045
0.164567,0.431383,0.668774
0.277923,0.592361,0.550913
0.153908,0.550805,0.578074
0.210956,0.616962,0.621226
0.237469,0.469174,0.651235
0.282603,0.561184,0.723422
0.167309,0.565884,0.705931
0.286205,0.535375,0.810716
0.209518,0.478821,0.709216
0.056972,0.524434,0.688321
0.165051,0.492628,0.622931
0.112375,0.423964,0.746593
0.108519,0.536443,0.771359
0.279784,0.505297,0.867002
0.240962,0.423296,0.778720
0.272012,0.585668,0.649482
0.031666,0.439517,0.801880
0.183240,0.543188,0.716085
0.320780,0.511954,0.616601
0.279732,0.559077,0.622032
0.114406,0.544542,0.744453
0.270545,0.654228,0.660149
0.238301,0.419987,0.765116
0.234082,0.582684,0.784857
0.211535,0.385601,0.692312
0.250064,0.478093,0.683211
0.163305,0.492679,0.707362
0.062491,0.520321,0.813436
0.328904,0.539735,0.747309
0.313829,0.483084,0.563942
0.255501,0.536410,0.622258
0.231714,0.507076,0.708794
0.190492,0.542341,0.642852
0.244362,0.560734,0.855781
0.096236,0.392135,0.513413
0.221581,0.625157,0.646490
0.181993,0.440235,0.692426
0.280704,0.456758,0.796585
0.290297,0.562320,0.773162
0.243047,0.615309,0.716044
0.308730,0.404288,0.753548
0.214141,0.469071,0.628222
0.220044,0.501114,0.768893
0.211469,0.497031,0.595936
0.311334,0.491537,0.767314
0.271349,0.481761,0.623076
0.147374,0.566169,0.481078
0.125341,0.554367,0.856865
0.141143,0.616245,0.594708
0.241637,0.571713,0.602103
0.138528,0.592769,0.807695
0.194165,0.406672,0.734252
0.241820,0.531589,0.653654
0.138594,0.387211,0.678049
0.187706,0.556947,0.615526
0.213112,0.500229,0.750638
0.184676,0.543400,0.717266
0.345156,0.507755,0.669209
0.226482,0.477649,0.648695
0.080354,0.466781,0.629234
0.336304,0.486029,0.863394
0.145024,0.531510,0.519582
0.190131,0.482847,0.802275
0.164310,0.359213,0.669126
0.264061,0.541407,0.732638
0.129807,0.343966,0.664213
0.135531,0.554950,0.750538
0.287798,0.475349,0.635485
0.046981,0.530809,0.552137
0.183792,0.341217,0.663448
0.202933,0.518402,0.643326
0.102830,0.447959,0.574882
0.318747,0.501193,0.748276
0.318869,0.617462,0.627292
0.143520,0.493354,0.667221
0.212225,0.412039,0.730152
0.204821,0.567101,0.733828
0.149917,0.462884,0.793219
0.434953,0.422413,0.819437
0.135472,0.489276,0.582290
0.219407,0.500334,0.666513
0.220029,0.481883,0.614252
0.296155,0.503433,0.750688
0.114194,0.486189,0.735245
0.226254,0.558048,0.747875
0.198582,0.582887,0.670827
0.321923,0.708498,0.649950
0.284933,0.483290,0.611626
0.097012,0.415145,0.668216
0.226466,0.507090,0.813393
0.224395,0.511875,0.744394
0.170683,0.671408,0.805575
0.043434,0.448753,0.804133
0.153411,0.493038,0.774655
0.108973,0.532280,0.699408
0.475863,0.582158,0.671396
0.235910,0.438365,0.633929
0.255804,0.615576,0.825467
0.300669,0.473338,0.748238
0.282454,0.540565,0.659504
0.026085,0.461225,0.700915
0.084657,0.470479,0.669602
0.167361,0.493706,0.735696
0.217616,0.541005,0.708636
0.284288,0.386953,0.710309
0.012704,0.674855,0.749423
0.209270,0.365389,0.627873
0.284214,0.617449,0.843397
0.226066,0.549876,0.656420
0.158441,0.491764,0.543304
0.215635,0.581274,0.660101
0.267467,0.456754,0.765971
0.129357,0.409913,0.540741
0.276660,0.549386,0.705360
