m_campaign_0,m_campaign_1,m_campaign_2,m_campaign_3
0.496703,0.199599,0.151676,0.421945
0.736389,0.623769,0.019956,0.771169
0.073950,0.414530,0.182393,0.567831
0.597599,0.329393,0.071548,0.359334
0.213919,0.410994,0.439088,0.703201
0.825308,0.407940,0.086888,0.565690
0.532256,0.392627,0.225865,0.494648
0.006453,0.064288,0.727877,0.557524
0.787664,0.524619,0.536881,0.532821
0.140839,0.573846,0.165715,0.479546
0.526761,0.260170,0.270175,0.673389
0.351172,0.359680,0.131394,0.515397
0.281304,0.264739,0.466082,0.658449
0.531091,0.474178,0.399753,0.440772
0.273854,0.365334,0.273298,0.555308
0.852860,0.417494,0.251377,0.638067
0.975351,0.354605,0.266172,0.483397
0.785742,0.420419,0.237593,0.710780
0.247791,0.601069,0.208909,0.632948
0.792613,0.405593,0.251457,0.517649
0.683425,0.124655,0.215124,0.578319
0.203131,0.574396,0.211754,0.772649
0.107123,0.374725,0.224939,0.777364
0.919154,0.364372,0.369643,0.656300
0.959075,0.412501,0.294376,0.538622
0.941993,0.369608,0.243801,0.511502
0.098477,0.382953,0.362535,0.448215
0.701202,0.378537,0.267504,0.808712
0.321282,0.470121,0.104573,0.645915
0.798118,0.460458,0.300869,0.599978
0.323986,0.325619,0.338233,0.502466
0.605919,0.610023,0.612527,0.697105
0.450025,0.376496,0.320422,0.719149
0.627111,0.246112,0.190491,0.439009
0.707583,0.388577,0.147351,0.371928
0.112566,0.187334,0.188208,0.673266
0.304359,0.293140,0.324007,0.642406
0.881023,0.396472,0.439630,0.635698
0.200890,0.323227,0.548985,0.520256
0.581099,0.446074,0.245601,0.564068
0.737990,0.310911,0.383719,0.576179
0.651507,0.490509,0.173096,0.626802
0.924470,0.385379,0.443044,0.690543
0.470907,0.452531,0.065564,0.436796
0.481628,0.219723,0.274651,0.864304
0.300183,0.447165,0.426468,0.666803
0.179887,0.560694,0.234948,0.616981
0.431040,0.287048,0.229867,0.624916
0.614108,0.407876,0.039949,0.675773
0.371818,0.345474,0.158552,0.565693
0.959277,0.250747,0.225744,0.570121
0.232748,0.420088,0.181653,0.471971
0.104024,0.168718,0.485095,0.561680
0.739719,0.351257,0.526070,0.635848
0.134782,0.553987,0.349863,0.696062
0.894548,0.374986,0.216645,0.753778
0.715697,0.486512,0.184171,0.414144
0.237674,0.394702,0.041645,0.622337
0.291969,0.679506,0.278282,0.642004
0.152522,0.270549,0.239726,0.746627
0.185822,0.552469,0.072492,0.429457
0.675226,0.462173,0.403940,0.708664
0.471435,0.147068,0.187045,0.618485
0.775035,0.495589,0.325749,0.613242
0.868572,0.229694,0.171803,0.370515
0.238593,0.210787,0.261497,0.743118
0.538400,0.504326,0.084057,0.709702
0.936352,0.567774,0.132094,0.644761
0.232869,0.134280,0.229889,0.398747
0.469183,0.372863,0.377666,0.475041
0.581202,0.338976,0.478695,0.448192
0.889570,0.147820,0.218701,0.757037
0.277136,0.472206,0.283919,0.627896
0.754103,0.328504,0.345447,0.664974
0.028871,0.469762,0.074847,0.714185
0.743734,0.244642,0.101239,0.380114
0.365071,0.775526,0.187234,0.616837
0.950478,0.219475,0.267651,0.546817
0.327087,0.513792,0.484246,0.610961
0.936978,0.607276,0.027575,0.479954
0.764530,0.257071,0.335509,0.516636
0.287507,0.163722,0.146637,0.765267
0.796181,0.418387,0.144780,0.527418
0.775871,0.532143,0.419199,0.621325
0.461609,0.234854,0.402407,0.568455
0.347406,0.352637,0.206272,0.762085
0.337509,0.330769,0.159472,0.387526
0.894656,0.322477,0.260656,0.702636
0.209874,0.367884,0.176804,0.564831
0.038256,0.542855,0.587791,0.635479
0.018557,0.214231,0.257024,0.572687
0.507908,0.431185,0.650283,0.546284
0.430437,0.298033,0.245690,0.693895
0.859532,0.388216,0.125503,0.602005
0.406791,0.218897,0.064419,0.711263
0.350963,0.272655,0.352028,0.627364
0.334411,0.294546,0.167268,0.679812
0.907086,0.679921,0.478412,0.629067
0.534477,0.443050,0.286020,0.655174
0.758223,0.412722,0.125246,0.632936
0.038583,0.356146,0.707699,0.779981
0.190517,0.302651,0.558216,0.889620
0.593079,0.575356,0.290412,0.707162
0.118997,0.461159,0.278276,0.541496
0.360449,0.221529,0.201977,0.447694
0.147356,0.440879,0.327819,0.487237
0.390481,0.429772,0.195616,0.518894
0.359072,0.439386,0.315057,0.674487
0.278311,0.472366,0.147867,0.779628
0.796853,0.341849,0.260933,0.505468
0.518917,0.180599,0.530672,0.600012
0.463674,0.553947,0.178521,0.677170
0.633456,0.203744,0.148660,0.514121
0.071795,0.317846,0.298392,0.560970
0.605584,0.272985,0.291760,0.552694
0.119095,0.399349,0.076861,0.669901
0.848993,0.378107,0.230481,0.716517
0.659732,0.596069,0.176428,0.633749
0.305750,0.548872,0.096809,0.621118
0.304114,0.271698,0.368620,0.730853
0.254593,0.381144,0.113109,0.746171
0.777990,0.467191,0.344743,0.534817
0.059745,0.211976,0.402033,0.725000
0.908446,0.463506,0.410146,0.612756
0.652500,0.280835,0.243529,0.662059
0.115592,0.410884,0.051556,0.595342
0.591831,0.353220,0.228955,0.979251
0.336364,0.478469,0.192371,0.461431
0.447940,0.386181,0.457512,0.679113
0.906837,0.535055,0.080482,0.720156
0.325548,0.302204,0.193077,0.704926
0.547304,0.394387,0.333888,0.519102
0.274790,0.366675,0.039198,0.842538
0.171998,0.428379,0.067572,0.705195
0.799660,0.364500,0.027675,0.818234
0.033669,0.540684,0.115948,0.694716
0.989499,0.276279,0.375902,0.365035
0.468054,0.595660,0.441436,0.626611
0.451460,0.514935,0.291568,0.585684
0.462624,0.429753,0.647250,0.610035
0.216618,0.350896,0.509529,0.637862
0.101109,0.472189,0.249663,0.393707
0.683010,0.233234,0.439109,0.464762
0.861204,0.305747,0.054876,0.553947
0.700943,0.359380,0.166941,0.882377
0.495147,0.195868,0.153819,0.755827
0.770103,0.399155,0.386282,0.665050
0.665257,0.455564,0.482907,0.611377
0.412472,0.432106,0.107548,0.598559
0.799205,0.337842,0.263895,0.396121
0.796425,0.404767,0.296746,0.563735
0.567778,0.462889,0.111468,0.518086
0.739226,0.345900,0.236556,0.978353
0.982561,0.404176,0.517509,0.380278
0.859962,0.245094,0.109225,0.809310
0.566565,0.147174,0.207172,0.387658
0.804310,0.327537,0.376250,0.639760
0.043637,0.571415,0.176438,0.438323
0.470378,0.459195,0.490218,0.540753
0.610191,0.331995,0.285232,0.863993
0.061149,0.445382,0.348627,0.763176
0.779927,0.538306,0.117062,0.602139
0.443352,0.253585,0.225232,0.304197
0.203494,0.538424,0.052082,0.501385
0.690597,0.466937,0.330276,0.482522
0.962540,0.393595,0.222229,0.592962
0.738146,0.410620,0.234395,0.671011
0.159236,0.409496,0.302094,0.400377
0.283840,0.435110,0.172158,0.733794
0.120853,0.449020,0.477133,0.729569
0.653542,0.450111,0.266883,0.589615
0.699807,0.337771,0.178179,0.397143
0.233403,0.466295,0.299433,0.587639
0.100100,0.225941,0.311185,0.553285
0.414479,0.268279,0.310271,0.845561
0.345301,0.457039,0.194626,0.708307
0.397253,0.366450,0.029023,0.723488
0.002298,0.348282,0.142753,0.713398
0.430069,0.525008,0.311181,0.624207
0.421092,0.431587,0.077427,0.558444
0.874985,0.494031,0.199129,0.710190
0.919326,0.539558,0.199139,0.731351
0.440144,0.553888,0.230238,0.338438
0.640807,0.297304,0.558955,0.588239
0.777144,0.393666,0.308978,0.557175
0.496886,0.626428,0.116469,0.700160
0.339866,0.415701,0.286834,0.467674
0.903718,0.270899,0.387011,0.681856
0.072553,0.356450,0.120355,0.683193
0.415176,0.318430,0.053190,0.693252
0.203200,0.495257,0.290870,0.577756
0.397973,0.441738,0.227409,0.540845
0.795061,0.379184,0.365483,0.593928
0.432905,0.466523,0.105015,0.705714
0.826925,0.364722,0.128492,0.694801
0.775793,0.275006,0.104301,0.663236
0.372476,0.437478,0.307078,0.412143
0.796657,0.227747,0.236474,0.648950
0.877854,0.597950,0.213734,0.583946
0.496801,0.014903,0.330992,0.623598
0.667280,0.373709,0.049348,0.719162
0.628682,0.370617,0.089078,0.514314
0.273819,0.427804,0.212433,0.486326
0.419904,0.311411,0.360786,0.508890
0.012676,0.413011,0.171634,0.906478
0.747752,0.402585,0.608632,0.465441
0.709768,0.242770,0.088145,0.524794
0.038302,0.012567,0.348329,0.768048
0.063762,0.560677,0.329878,0.426658
0.717792,0.317315,0.049794,0.737091
0.897477,0.317025,0.461651,0.559197
0.800108,0.673037,0.325038,0.445182
0.836476,0.445615,0.241873,0.748803
0.194645,0.542733,0.519945,0.537780
0.958520,0.342637,0.375388,0.556066
0.739419,0.550607,0.031180,0.829595
0.747892,0.318354,0.570070,0.696972
0.786237,0.588969,0.332927,0.534974
0.437923,0.562479,0.294295,0.708739
0.962865,0.328152,0.465774,0.761170
0.408040,0.281770,0.211784,0.523027
0.045031,0.503578,0.516544,0.601957
0.471089,0.239818,0.171706,0.782043
0.185408,0.232912,0.080924,0.374801
0.873198,0.311025,0.260003,0.572864
0.302259,0.406657,0.599610,0.742570
0.173565,0.517865,0.157760,0.695989
0.633548,0.307275,0.351141,0.381516
0.481982,0.402376,0.495188,0.628680
0.143804,0.302213,0.314381,0.688544
0.139940,0.272153,0.234852,0.467926
0.923693,0.388144,0.159541,0.540173
0.064256,0.420724,0.095268,0.746416
0.845884,0.516420,0.117820,0.609343
0.945814,0.442567,0.180103,0.317788
0.374828,0.301814,0.231502,0.527772
0.680863,0.158548,0.111997,0.640970
0.352624,0.435693,0.136507,0.509766
0.705515,0.211825,0.254444,0.575530
0.935094,0.550680,0.363645,0.745589
0.428080,0.422741,0.573311,0.839246
0.005149,0.541202,0.171057,0.584456
0.736831,0.613030,0.367603,0.756184
0.567119,0.371873,0.296998,0.818791
0.233650,0.365248,0.240488,0.548951
0.614328,0.379055,0.106178,0.673224
0.020157,0.300591,0.147041,0.572708
0.750807,0.460121,0.159734,0.585657
0.817954,0.478005,0.119273,0.723325
0.543996,0.333962,0.453626,0.674438
0.159022,0.340971,0.277854,0.550706
0.365031,0.437858,0.430430,0.535435
0.761643,0.384279,0.528443,0.491637
0.877308,0.295228,0.226803,0.747478
0.448923,0.385139,0.330321,0.652507
0.827943,0.479705,0.128437,0.491451
0.571603,0.327892,0.442155,0.455070
0.745103,0.397296,0.266445,0.700479
0.996574,0.450043,0.061535,0.691742
0.954516,0.189282,0.157502,0.549449
0.230633,0.421803,0.513691,0.502610
0.372822,0.350067,0.466115,0.605622
0.522802,0.146362,0.123153,0.622129
0.599657,0.177268,0.412820,0.695312
0.652070,0.546634,0.618234,0.556962
0.449781,0.366255,0.024724,0.515857
0.759627,0.511607,0.438064,0.592274
0.465415,0.623813,0.299236,0.644890
0.607133,0.405305,0.205012,0.683960
0.777631,0.466123,0.035596,0.611531
0.838391,0.473004,0.130943,0.713252
0.657653,0.259310,0.424246,0.515404
0.990415,0.226524,0.120260,0.533829
0.297425,0.398069,0.305548,0.440857
0.601395,0.522688,0.419465,0.509695
0.481233,0.383259,0.599919,0.696221
0.137353,0.398015,0.249015,0.530860
0.371798,0.426091,0.439106,0.355990
0.498829,0.623010,0.303526,0.572716
0.366987,0.341189,0.596821,0.619687
0.834319,0.267466,0.455759,0.616450
0.198383,0.444017,0.587426,0.678258
0.193992,0.164176,0.109063,0.590795
0.333621,0.549978,0.127416,0.737553
0.618825,0.366285,0.164220,0.646777
0.065695,0.372514,0.360423,0.761152
0.218871,0.228515,0.329264,0.601162
0.131016,0.596023,0.168082,0.759183
0.878084,0.230488,0.465030,0.710842
0.997732,0.318104,0.253961,0.664558
0.173849,0.478462,0.210443,0.815458
0.034467,0.403032,0.185778,0.639723
0.046739,0.482926,0.202486,0.705890
0.861594,0.444058,0.173196,0.564353
0.099045,0.465402,0.103590,0.541229
0.405396,0.380737,0.319753,0.427056
0.715405,0.482458,0.408618,0.681313
0.116466,0.390978,0.528525,0.733541
0.182645,0.471742,0.139499,0.790955
0.844313,0.272826,0.436332,0.566017
0.323017,0.547919,0.124897,0.559309
0.532258,0.450283,0.585715,0.630434
0.463013,0.417700,0.223818,0.521605
0.348657,0.435197,0.038085,0.607913
0.675259,0.398588,0.089579,0.461235
0.324337,0.326830,0.372051,0.689432
0.120589,0.332787,0.053963,0.470226
0.620015,0.511527,0.067331,0.505944
0.661106,0.565193,0.078643,0.632942
0.696387,0.341642,0.342881,0.694652
0.248748,0.469053,0.213427,0.375537
0.001894,0.422769,0.184970,0.577421
0.298718,0.382512,0.170031,0.746941
0.763415,0.609579,0.213590,0.570239
0.961100,0.480466,0.122318,0.741392
0.601757,0.564309,0.141921,0.651825
0.656496,0.509587,0.231419,0.590080
0.117094,0.367247,0.070750,0.628095
0.151334,0.531928,0.218658,0.627385
0.760912,0.271645,0.534429,0.580970
0.174366,0.366686,0.298534,0.693131
0.271365,0.300878,0.131869,0.574954
0.631923,0.547825,0.231235,0.535507
0.468975,0.350398,0.217071,0.662576
0.816111,0.299794,0.221358,0.645725
0.549728,0.337516,0.085047,0.698633
0.873671,0.364338,0.042719,0.929955
0.420359,0.476718,0.193970,0.639041
0.219504,0.474521,0.295298,0.658961
0.010308,0.378289,0.243703,0.704450
0.379935,0.476822,0.239020,0.779161
0.432254,0.422292,0.198066,0.619907
0.163367,0.413186,0.298059,0.734923
0.370968,0.283364,0.100488,0.804562
0.916864,0.421539,0.399359,0.836384
0.258713,0.319642,0.269550,0.459497
0.356027,0.365313,0.196091,0.585815
0.013482,0.455465,0.115069,0.650129
0.839939,0.389738,0.245035,0.486145
0.212050,0.626994,0.397492,0.771659
0.377014,0.530340,0.377903,0.561951
0.518591,0.381311,0.267471,0.693756
0.763316,0.507263,0.401129,0.674775
0.610784,0.485499,0.237605,0.685467
0.948850,0.276842,0.162680,0.570881
0.131692,0.541150,0.150079,0.562695
0.443542,0.487555,0.357549,0.638107
0.119468,0.562487,0.339103,0.648855
0.068179,0.398972,0.562383,0.665470
0.137732,0.257565,0.155217,0.672074
0.648042,0.174587,0.176719,0.780302
0.972363,0.571234,0.051940,0.363889
0.352495,0.293517,0.234175,0.522940
0.822463,0.402310,0.475645,0.791874
0.032271,0.495053,0.424684,0.454317
0.487975,0.280329,0.134858,0.725215
0.005879,0.359205,0.468092,0.585421
0.397315,0.184545,0.312499,0.641762
0.917961,0.287631,0.288420,0.470305
0.001820,0.293530,0.244050,0.612500
0.064956,0.265639,0.514802,0.697582
0.442205,0.414168,0.500972,0.598237
0.686667,0.465095,0.094769,0.486570
0.428374,0.401790,0.239075,0.616785
0.170419,0.443541,0.225613,0.703114
0.314434,0.189765,0.129483,0.497810
0.320880,0.519842,0.335642,0.383838
0.397204,0.317509,0.183600,0.617820
0.725143,0.501232,0.110340,0.529754
0.668571,0.348246,0.188912,0.347942
0.700095,0.357152,0.474206,0.555364
0.723144,0.581679,0.257482,0.698384
0.712471,0.390596,0.183968,0.569318
0.535863,0.452202,0.258020,0.634589
0.083311,0.242433,0.490189,0.604180
0.558373,0.390384,0.122562,0.569503
0.910715,0.531123,0.232916,0.713567
0.149894,0.375953,0.164455,0.424805
0.694516,0.385728,0.524751,0.690467
0.603182,0.516584,0.291435,0.671521
0.872078,0.213850,0.450890,0.539842
0.914167,0.319822,0.077155,0.356616
0.541289,0.563435,0.111800,0.740150
0.779481,0.336438,0.409508,0.589044
0.601979,0.385195,0.421119,0.606620
0.077766,0.602741,0.365188,0.624828
0.912491,0.376168,0.162811,0.621119
0.125689,0.645656,0.399763,0.500016
0.518861,0.340108,0.401361,0.660201
0.233739,0.642311,0.190168,0.679447
0.263600,0.177186,0.306465,0.363470
0.978649,0.388362,0.215998,0.728984
0.143220,0.250768,0.174684,0.429937
0.482351,0.471853,0.352607,0.605052
0.892802,0.551521,0.317440,0.614048
0.571744,0.346730,0.254589,0.644324
0.796110,0.516960,0.090642,0.588061
0.413079,0.315108,0.097457,0.647670
0.443683,0.550350,0.541005,0.468170
0.836092,0.349955,0.430562,0.476989
0.940572,0.275925,0.238193,0.529698
0.325361,0.210009,0.452806,0.433102
0.183593,0.481266,0.459606,0.862993
0.421172,0.643554,0.276488,0.592706
0.279695,0.324122,0.653357,0.781191
0.531197,0.523742,0.359108,0.475722
0.620081,0.255543,0.352096,0.439774
0.050634,0.337552,0.267380,0.561312
0.861612,0.483583,0.089200,0.722721
0.413940,0.444095,0.298581,0.599333
0.975551,0.434405,0.370116,0.651689
0.325944,0.359129,0.168443,0.523624
0.459467,0.340900,0.373886,0.590915
0.957191,0.613499,0.284334,0.697286
0.750748,0.394691,0.387893,0.594085
0.410139,0.346551,0.056210,0.383131
0.123207,0.441241,0.114592,0.494787
0.451542,0.429369,0.264747,0.652557
0.132711,0.420996,0.192472,0.567833
0.528448,0.598053,0.456063,0.693958
0.641286,0.096656,0.501390,0.461122
0.396163,0.386279,0.079330,0.739464
0.939617,0.340125,0.419690,0.477471
0.256792,0.410929,0.215315,0.468110
0.794254,0.447705,0.080429,0.588713
0.290328,0.473824,0.376582,0.636486
0.438556,0.353858,0.198863,0.578318
0.408695,0.536729,0.348753,0.541751
0.007847,0.256835,0.445206,0.602166
0.503529,0.251345,0.100994,0.437889
0.163941,0.661680,0.408093,0.439374
0.245532,0.488576,0.137468,0.530508
0.785008,0.334945,0.209522,0.434316
0.827369,0.181265,0.503600,0.556254
0.211534,0.546518,0.410359,0.495665
0.855809,0.406751,0.159272,0.414344
0.984347,0.386848,0.191524,0.431072
0.548527,0.245458,0.397050,0.678215
0.790355,0.414423,0.206837,0.772469
0.493797,0.352135,0.518253,0.456506
0.230345,0.331944,0.158370,0.615160
0.638919,0.393536,0.456841,0.435376
0.589256,0.604832,0.173636,0.458316
0.974119,0.487173,0.310070,0.690379
0.736110,0.498829,0.221635,0.537765
0.426890,0.266631,0.096346,0.631924
0.496984,0.382112,0.480076,0.540903
0.532032,0.304440,0.263265,0.572673
